Text,Predicted,Target
"I bought this watch to use scuba diving.  The product description states ""suitable for recreational scuba diving.""  Why else would it be good to over 600'?  Here are quotes from the User's guide that came with the watch.Do not use this watch for scuba diving or other types of diving that require air tanks.Even if a watch is water-resistant, do not operate its buttons or crown while it is submersed in water or wet.The battery that comes loaded in your watch when you purchase it is used for function and performance testing at the factory.This type of test battery may go dead quicker than the normally rated battery life as noted in the User's Guide.  Note that you will be charged for replacement of this battery, even if replacement is required within the watch's warranty period.When replacing the battery, also request a check for proper water resistance.  Note that you will be charged separately for water resistance inspection.The watch looks nice and seems to work well on the surface.  But using the buttons while diving (for the compass, which will not stay on for longer than a few seconds after taking a reading or the stop watch for interval timing) is apparently out.  I will use them anyway and if the watch quits, I will update this review with the results.  I am also disappointed that they don't charge a couple more bucks and put the best battery they can find in the watch.  Why would I want to pay for a new battery AND water resistance testing for a ""test"" battery that goes dead during the warranty period?",Seller Issue,Seller Issue
These suspenders are designed to be used with a belt and this information is not clearly listed in the product description.,Seller Issue,Seller Issue
"I purchased 5 sets of these scrubs after being extremely happy with the Natural Uniforms Contrast Trim scrub sets. I was soo disappointed with these! They do run a size larger, but it states that right on the product description, so it wasn't really an issue for me. These were a way thinner material that the other scrubs I had purchased from this company, even though both items state they are 65/35 Poly/Cotton. I initially wasn't bothered by this because I tend to be a little warm blooded but they are not holding up well at all! I have worn them maybe 3 or 4 times and they are starting to pill where my arms brush against my chest during work. The stitching isn't reinforced so don't feel that they are going to hold up well with continued wear. I have had one pair rip at the seams in the crotch when I was bending down playing with my son.  I really wish they had been as nice as the other contrast trim sets that I purchased, if I could return them I would, but they have been worn and laundered so now I'm stuck with them. I'm not sure why there is such a difference in these two scrubs from the same company but I wish that I wouldn't have wasted my money on these. :(",Seller Issue,Seller Issue
"yeah sure I wanted a good deal for some t-shirts, and I thought I got it. I was expecting better from Hanes, that was my mistake don't make that mistake yourself. the shirts are supposedly cotton, well they don't feel one bit like my old 100% cotton T-shirts, true they are older and it shows, but they do not pick all the lit inside the dryer like Hanes', the material feels stronger and more resistant than Hanes', and they do feel more comfortable than Hanes', but why might that be? Hanes' T-shirts were made in Haiti apparently, while my older T-shirt were made in Mexico and China, think about it for I don't not know what to think of it. maybe Im missing something I don't know a lot about the mechanics when it comes to produce an item at the lowest cost possible in a country where the manpower is ultra cheap, I just wanted black T-shirst, which are usually expensive, and this did seems like quite a good deal (not great though according with some friends) but what I would really ,really , like its that the product description included where the T-shirts were fabricated, because so far, it looks like it matters.Final verdict: Do not buy them! even for cheap T-shirst like these, either the deal or the price (maybe both) should be better than what I paid.PSyes Im keeping the T-shirts and Im wearing them, economically speaking there is no point returning them (unless I bought a dozen which I didnt, ) but only because Im that much of a sucker. I did throw one of mine to a naked hobo walking along the highway though.Update:very important by the time I bought the T-shirts the price was around $23.",Seller Issue,Seller Issue
Yes the product description says that the product does not include the mask or hands however it is easy to miss.  Based on the picture I expected for the mask and hands to be included.,Seller Issue,Seller Issue
"Absolutely nothing in the Amazon product description that says this model will fit ONLY the smallest size (2mm) eyeglass frames. I could not come close to getting the retainer ""sock"" over the ends of my standard-sized eyeglasses. Even the Croakies website does not list this ""Originals"" model. Waste of time and money.",Seller Issue,Seller Issue
"The product description states ""65% Cotton/35% Polyester"".  The shirt they sent is 25% Cotton/75% Polyester.  And it LOOKS like a mostly polyester shirt.",Seller Issue,Seller Issue
"Buyer beware! When I ordered these socks, I didn't notice that it doesn't list the number of socks that you get.  1 pair! Yes, that is right, just one pair of these non-gold thread, non dinner making, non bathroom cleaning socks costs over $12?  I must say that regardless of how they fit or feel, I find it very difficult to justify spending that much money on 1 pair of socks.  Oh, and as for the product description, I hardly doubt that 1 pair of socks weight 8 pounds.  A little deceiving!",Seller Issue,Seller Issue
"They did not make this clear in the product description but at any given foot size you need to have relatively skinny calves to put these on. I ordered one size large just to be safe and they still don't fit around my legs. Feet are flopping loose inside but I cant get them up over my (apparently) too thick calf. They definitely had skinny men or possibly women in mind when they designed these things.They do look nice though and had they fit properly they would have made a fine costume addition. As such I will have to return them, and ask the seller if theres possibly a way to indicate calf diameter along with each foot size. Quality is actually pretty good for such an inexpensive boot. The zipper hides away provided you can get it all the way up.",Seller Issue,Seller Issue
"The pizza idea is neat, and the costume was not poorly made.  The product description did say color may vary from photo shown.  However, the costume I received had a very yellow background, and the pepperoni was sort of a pinky red color.  One of the black olives was actually mostly the pepperoni color, and the other black olives were a faded black.  My child didn't want to wear to the costume, and I didn't blame him or make him wear it.  I ended up returning this pizza slice costume and purchased something else.",Seller Issue,Seller Issue
"This cape was not what I ordered it was cheap and cheesy and flimsy. Looked like something a ten year old would wear, and for that price I expected better. The product description was an outright lie.",Seller Issue,Seller Issue
"The bag was too big and very heavy. I had to return it.Though in the product description shipment and return was listed as free, I was charged for the shipment both ways.",Seller Issue,Seller Issue
"The product description indicates, ""Drawstring enclosure keeps items securely within the laundry bag.""  That is not accurate.  The drawstring does not stay closed.",Seller Issue,Seller Issue
"this wig is a child wig.  maybe I didn't see it in product description, maybe it says it's for children...?material is very poor quality.  would not buy it if I were you.",Seller Issue,Seller Issue
The fit is skinny which was not outlined in the product description returning for refund or credit.,Seller Issue,Seller Issue
"Beware that product in picture may not be what you receive. Purchased hat and was disappointed that this wizard hat looked nothing like product description. The hat I received was poorly made and looked like it was made out of a very thin foam like material. The stars and moon were cut out messily and looked as if they were haphazardly sewn on.  There were strings hanging all over.  Very disappointed to receive this item, but seller promptly responded to issue full refund.",Seller Issue,Seller Issue
"Spend the extra on the nice costume, or just save up and get the equally crappy but cheaper version from this designer. Also, note the title of the purchase as well as the written product description. They mention that it's plus size, but at the top where it says ""size"" it's noted as Standard. Don't be fooled! Also this mask is just horrendous. Mine came creased down the middle, but it wouldn't have mattered if it was flat: it's one of the worst masks I've ever seen. I will post a pic with this thing on just to show how horrible it is. Returning tomorrow!",Seller Issue,Seller Issue
"Received the bag today. Shipping was prompt. However, I suspect this is a cheap(er) copy of the bag in the picture. This bag does not pass comparison to a ""high-quality"" bag as we are led to believe. Let me just refute the product description for you:""...a glamorous and intricate giraffe pattern of black and brown on a white toned base.""The bag I received had much larger spots than the picture, much less variety between brown and black, and is on a creme toned base.""...contrasts with luxorious (sic) red trim...""The lining in the bag I received is a very ugly goldish-yellow color.""Convertible bag can be worn as a bucket bag or as a tote.""Yes, it does convert into several different shapes as was stated, but, if you close the bag as is shown in the picture, just beware that you may hardly be able to put your hand in the bag to get your stuff out.Oh, also a zipper pull was missing!I'm giving this bag a two because functionally it is a bag after all and will hold things. It also has several useful pockets as has been described. And I will probably keep it and use it because returning it is a hassle.",Seller Issue,Seller Issue
"I spent a bit of time looking into the ""right slippers"" I wanted wool slippers with a decent sole. These came a size larger than I ordered, and are made of synthetic uppers. The footbed looks to be real wool but the upper is defiantly not. I went back to read the product description which said ""authentic sheepskin"" a statement which I can verify as authentically untrue.",Seller Issue,Seller Issue
"These shirt stays were bought because I thought I was getting a good deal because of the misleading product description. ( 2 stays per pack, 2 pack) After receiving the stays they worked great for one night. After that, I can't even put my shirt on with the stays popping off, making them useless. I would not recommend these to anyone.",Seller Issue,Seller Issue
"I have worn Levi jeans for 40 years, from when I was a young teenager.  I recently decided to buy a new pair of 505 Regular Fit Jeans to replace one pair that was wearing out, and I decided to buy them here vice a department store.  The product description reads ""they are cut to sit at the waist, comfortable throughout the seat and thigh ... "".  Levi 505's I've bought and worn in the past certainly ""fit"" that description.I noticed that the leading reviews, mostly written in 2011, were strongly negative and stated that Levi has changed these jeans without warning, changing the cut and fit, although more recent reviews seem to be better.  Gambling that Levi has reverted to sizing these the way I've grown accustomed to wearing, I ordered a pair.  However, now that they've arrived, I can see that what was wrong in 2011 is still wrong in 2016, as discussed below.First off, I'm long waisted and need a full rise jean (ie, I truly need them to be cut high enough to sit at the waist) in order to look good on me.  However, these jeans are cut a full 2 inches lower across the waist and ride much too low than my old pairs.  They do NOT sit at the waist, and if I try to pull them up high enough to look correct on me, I'm squeezing myself in places that no man should be squeezed in.  They also are not comfortable across the seat.  This change in cut alone is a show-stopper for me.  However, there are a couple of other ways these jeans bother me.  First, the material feels thinner/cheaper than my old jeans. While they could ""thicken"" after repeated washings/wearings, I don't think they will.  Second, they are much darker than in the picture and look to be almost unwashed.  This will fix itself over time, but if I wanted darker jeans, I would have ordered them that way.  And third, the pockets are much tighter/smaller than before, so that I won't be able to comfortably carry the things that I now carry in my jean pockets.The only reason I'm not giving this a one star review is because the waist width and leg length are sized correctly and the jeans are constructed well, but that is damning with faint praise.  If you haven't been wearing these for years and if you like your jeans to ride low, then you may like these.  However if you're an old-timer like myself, heed the warnings I didn't heed, and look elsewhere for your blue jeans.  The 505 jeans you knew and loved are gone.  Two stars.",Seller Issue,Seller Issue
"i can't believe Levi's put their once good name on this cheaply made and inferior quality product. The denim fabric is very thin, and with that comes the understanding that this fabric, and its seams, cannot possibly hold up to the wear and tear that the old Levi's jeans could. That Levi's, and Amazon, didn't mention this in the product description is a disgrace.",Seller Issue,Seller Issue
"wanted to open a claim, but this item is not an option. Today I received the package and was very surprised that I was sent a completely different color Tumbled Stretch (although the package has been correctly pointed out Good Old Blue)!!! Made in China, instead of Egypt (mentioned in the product description.) Return the goods can not, because he was in Russia and the transfer will cost several times more expensive than those jeans. This is the first time I was very disappointed by amazon.com and pondered whether to continue to make purchases (after the loss of my money and time).",Seller Issue,Seller Issue
"Read product description. Seems a bit off, or is it just me? Bras are hard enough to fit without this. Hahaha!",Seller Issue,Seller Issue
"Amazon's product description does not tell you this - but you have to order the jeans 1-2"" wider in the waist, and 3-4"" longer.  It states this on the label, but not on the web page.  So - if you order your correct size, like I did, you'll be stuck with a pair of jeans that don't fit.I'm giving 1 star here to Amazon...the jeans themselves are fine.",Seller Issue,Seller Issue
"These are not one size fits all. These would be great suspenders, but the product description is a flat out lie.",Seller Issue,Seller Issue
"I specifically wanted Champion Shorts model #82134 with a 6"" inseam and no pockets.  Instead I received model# C85653 with a 9"" inseam and pockets.The product description is inaccurate.",Seller Issue,Seller Issue
"The product description says it is leather but the tops are not. Also, very little arch support - can't walk very far with them. This was a waste of a $100.",Seller Issue,Seller Issue
"The one star is an alert to confusing advertising on Amazon.A warning for those considering this purchase: There are two descriptions in the advertisement - one evidently is for the WT910, which is a lightweight mesh, for warm-weather use. The other is evidently for the WT910 GT, which is lined with Gore-Tex for cold-weather use.The product, though, in the Amazon advertisement, is called the WT910, which is what I thought I was ordering - the warm-weather shoe.I may end up keeping the GT, which is what I received, as it appears to be warm and fits well (it's basically the WT910 with Gore-Tex sewn inside as a lining).But I am hoping a second try with ordering the WT910 will result in my having the lighter-weight shoe I ordered.On the positive side, should I decide not to keep the GT version, Amazon was willing to pay for return shipping, due to the unclear product description. UPDATED: For some reason, the gray-blue arrived as the lightweight version, the WT910, at least in the 6.5 wide, so I am very pleased. The gray-green, the GT.*****I'd give both styles of the shoe five stars.*****And, it turned out to be a fortunate mistake that I initially received the WT910GT, as the Gore-Tex-lined version is also very comfortable on the still-cooler mornings and, I hope, will be a nice break from heavier boots for winter walking.",Seller Issue,Seller Issue
"Overpriced junk. It went straight into the recycle bin. I did not realize this was cardboard. I should have read the product description closely. I tried to put it together, but it easily ripped, the cardboard is flimsy, snd overall shoddy and not well made.  $33 for this product? Outrageous! This is something that would be found at a dollar store.",Seller Issue,Seller Issue
I love the glasses but no where in the product description did they state that this was a Youth size.  They would fit my 5 year old son perfectly had I intended to buy him $100 sunglasses.  Also the box was damaged when it arrived.,Seller Issue,Seller Issue
"One thing I cannot stand is a product description that is blatantly false.The product states that it is a shoes size 6-12, but its actually a 10-12. I am a size 7.5-8 and there was at least an inch of extra length left over. There is no way by any metric that they can say this goes down to a size 6 without the intent of trying to fool you into buying it, opening the package, and being unable to return it.To be fair, if you are a size 12 I think you might like this socks.",Seller Issue,Seller Issue
"When I first put these gloves on I was horrified at how absolutely cheapo they looked. I felt I had been absolutely jipped. There were threads sticking out all over, and there was this horrible white stuffing like thing going on in the gloves that made them absolutely unwearable in public. They weren't even nylon as advertised. In case something changes, this is the copy-paste of the product description.Product DescriptionMade of 100% nylon. One size with botton closure. 9 inches long, 3 inches wide. Thin, soft and stretchable material. Hand Wash Only. Available in white color. Imported  Just like that. Down to the missing period at the end. When I got these gloves they came in dollar-store plastic packaging with the stereotypical cheap-junk, mass-produced, Chinese import cardboard label thing, stapled together to the plastic. Mildly suspicious, I opened the package and checked the glove label. Here is the exact information I saw.ITEM NO.:8108100% POLYESTERONE SIZE FITS MOST.RN# 88490 FUN WORLD DIV.MADE IN SHANG YU ,ZHE JIANG,CHINA11060CGP14MFG.DATE:JAN.-MAR./2011  From what I had seen earlier I wasn't surprised this actually came from China. The material was thin as advertised,but nylon it was not. Maybe they mislabel the amazon ad. The weave seem okay- it didn't seem like it was going to fall apart as soon as I put it on. As for the stretch, they do stretch sideways maybe an Inch and 1/2, but could only get a finger to stretch about a quarter inch longer max. The size was suprisingly nice on my miniature little girl hands (A male I am) but they sure as hell aren't 1 size fits most(Maybe in China it might). On the scale of mens gloves I'd say they're about about an X-SMALL that'll go up to a SMALL or maybe- just maybe- MEDIUM. The fit wasn't what you'd call snug ,at least for me, and the gloves kinda just bunched up and hung there. Maybe if I had buffer hands the fit would be nicer, but it's loose on me. They extend an inch down on the wrist. The material is too thin for the snap closure it comes with and if you're not careful, I think it likely to rip there. The closure is also of an ugly ivory color.  I was disappointed with these gloves. Surely they cost only $5 but damn they weren't even passably wearable in public, like halloween costume gloves. Looking back at these ugly gloves I remembered things can sometimes be fixed to  an extent so I turned them inside out to see if anything could be done. I found that they hadn't been well finished at all and the seams had an enormous excess that had caused that bunching of white stuff inside so I went ahead and cut as much of the excess of as possible without ruining the gloves. 10 or minutes of careful labor won me a better finished pair of gloves that when I put them on, actually were okay. I Still wouldn't wear them in public they're of passable quality for private use. (I had intended to use them for reading, to the end of not maring and curling the page edges with sweat oft caused by the Florida heat).  After a bit of labor and maybe mis-communication I had a pair of gloves, of some utility, That I could use for my purposes. Still, they weren't what I thought they'd be, and I wouldn't buy these particular gloves again, but for $10(the shipping for these $5 gloves is another $5)they may suit you're purposes.  All in all, Two star gloves.",Seller Issue,Seller Issue
I purchased this pack and then recieved it today. However i now have a pack without shoulder straps..  what good is that. Looks like this is not the first time this has happened to someone on here. I messaged the seller so the final grade i give and review will depend on his response.product description says clearly that the pack has straps...Product Features  Nylon Material  Size Medium. LC-1  Comes with quick release shoulder straps  NEW Condition,Seller Issue,Seller Issue
"The product description claims these socks are heavy duty, but in reality they are virtually disposable.  After one wash, each pair was already pilling, and after wearing the socks a second time, holes in the allegedly reinforced heels were starting to form.  Very disappointing  product from a company that used to offer good quality underwear and socks.",Seller Issue,Seller Issue
"I had Avia shoes for work for many years, and they were great.  So did a friend of mine.  When our workplace changed our dress code to black, we both went for these, without even knowing that's what the other was doing.  When we figured it out and got to talking about it later, we learned that we were both miserable, and frantic to figure out what to do.Those ""removable insoles"" that they mention in the product description are in fact removable--and it's a good thing.  They are PATHETIC.  Very thin, NO padding at all.  They actually feel HARD.  Shouldn't shoes that tout themselves as walking shoes have some padding?  I know Reebok's walking shoes do!I ended up pulling out that miserable excuse for an insole and replacing it with a $20 insert, which made these shoes a lot more expensive.  But now, they feel too small, as the extra thickness has taken up too much room inside.  I will never buy Avia again.  It's too important to keep feet comfortable to risk them on this brand.One more thing.  I found no evidence whatsoever on or in the shoes or the tags that they are leather.  Given that leather is a great selling point, it's hard to believe that this would not be printed somewhere.  I couldn't detect a leather scent, either.Recently, I bought two pairs of Reeboks--Zig Heel and Zig Tech Shark, both of which are very comfortable and well padded.  Unfortunately, neither are black, but with their custom option, I just might pay the big bucks and put some black ones together.",Seller Issue,Seller Issue
I have worn these shoes for about two months. They look nice and were comfortable when I first wore them.  Now my feet hurt in them.  Mainly my heels.  I wish I could return them.  They did not live up to my expectations per their product description. Now I am stuck with expensive shoes and sore feet.,Seller Issue,Seller Issue
"I might enjoy wearing this nice looking band, but you get what you pay for. It's hardly scratch proof. I tested it the moment I got it and put two distinct scratches in it simulating typical wear and tear. Don't believe the hype in the product description. I should have paid more attention to the bad grammar and spelling in the product description to know it was a cheap ring. I also did not receive the leather ring box promised in the product description.",Seller Issue,Seller Issue
"First, from the product picture I assumed the bag was black white and pink. It's not. It's this horrible brown and pink with an ugly grey blue undertone that apparently is supposed to pass off as ""white"". I guess this part is my fault really for not looking at the product description colors but the picture is soo misleading. First disappointment.Also, the texture of the bag is rough and cheap and the bottom was flimsg, not at all like any of the other numerous duffle bags/totes I have owned. Disappointment number 2.Finally the third (and final) disappointment that made me decide to return the bag was that as I was checking all of the zippers, one of the side ones was already broken! It did that thing where the seam reopens after the zipper had already passed through, ""closing"" it.This bag just had too many negatives for me in the first 2 minutes of md taking it out of the box and examining it. I ordered through Amazon prime so thank god I don't have to go through the horror of dealing with this manufacturer's terrible customer service (as read through other reviews). Amazon will simply take the item back, pay for return shipping, and give me my refund. So easy.",Seller Issue,Seller Issue
"I do like the Baby Soy stuff but I was so disappointed when I got this! I expected mittens, nowhere did it say that the 6-12 months size didn't come with mittens! I specifically ordered these as we have one in the size smaller that my little guy sleeps in, he loves sucking on the mittens and I like that he can't scratch his face. Should of read more of the reviews I guess. The product description should be modified to state that the 6-12 month size does not include mittens.",Seller Issue,Seller Issue
The watch winder just stopped working after about 12 months.I unplugged the watch winder -- per the product description -- and then plugged it in again.  Nothing.  I did this several times.  Still nothing.I read the review about taking the watch winder apart to check the wires and the rubber belt.I think I will just buy another brand of watch winder.,Seller Issue,Seller Issue
Very nice quality product BUT this item runs very large. It did not work on me and therefore I wasted my money. I checked the given size chart and the product description to make sure I was purchasing the correct size but the one I bought was very large. There was way too much fabric for this item to fit comfortably at the maximum tightness and it would get extremely hot if i were to wrap it the amount of times needed.,Seller Issue,Seller Issue
"This bag comes with a label that reads: ""This product contains chemicals known to the State of California to cause cancer, birth defects or other reproductive harm."" This should be specified in the product description.Now I have to return it. Waste of time.",Seller Issue,Seller Issue
"I unwrapped the case from the packaging and found that there was no foam ring tray included. From the item description and photographs, it was my understanding that the price included both the case with the foam insert. If the price of this item does not include the foam tray, then it should clearly state that in the product description and should not have the foam inserts included in the product photographs. The case is nice, but useless to me without the tray. I am returning this and purchasing something else.",Seller Issue,Seller Issue
"In the product description, the dimensions are listed as: ""Product Dimensions: 5.4 x 4.9 x 1.3 inches"" I purchased the item predicated on the dimensions of the wallet being correct.  The wallet is not 5.4 x 4.9 x 1.3 inches, it measures 4 11/16 tall x 3 9/16 wide x 11/16 thick.  I wasted my money.",Seller Issue,Seller Issue
I usually fit good with 36D. Medium is a bit small for me. Jeez. They can't even estimate your bra size when they do product description. Definitely opt for a size bigger than what you would normally get. I don't have big breasts but what they sent was too tight and uncomfortable. I did not have a wow experience but an annoying one. Good I did not buy a lot.,Seller Issue,Seller Issue
"I'm at a loss to explain all of the positive reviews for this item.Pleats are -inch, not -inch as advertised.Shirt is cut way too large. I'd say that the supposedly 14.5"" neck fits closer to a 16"" neck. The rest of the shirt is similarly wide. Anticipate alterations, especially if you might take off your jacket at some point. Even if you won't, its poofiness will negate a well-cut jacket, and the shirt will likely bloom out the front of your closed jacket. Unless you are a big guy, this will look like a pirate shirt on.Given that this is a tuxedo shirt, I would've thought that a French cuff was the natural choice to go with, rather than the convertible barrel cuff here. Yes, you can convert these barrel cuffs for use with cufflinks, but who wants to see an additional plastic button next to their cufflinks? Plus, the product description says that studs and cufflinks are not necessary, which is not the case. If you want cufflinks, you will need to supply your own, and the studs here are cheap plastic, with little jagged bits sticking out where they weren't cut or filed off properly.",Seller Issue,Seller Issue
The product description indicates:  with a mesh carrying case. This is the reason we purchased this particular model. It DOES NOT come with the carry case. The second photo of the item also depicts the umbrella with the carry case on it. THERE IS NO CARRY CASE.,Seller Issue,Seller Issue
"It doesn't say youth anywhere in the product description.  I""m 6'0"" tall...these are way too short.",Seller Issue,Seller Issue
"My issue with these shoes is more about product description than quality.  I searched for vegan sneakers.  The Bullet sneaker was listed and said synthetic materials as the description.  I had purchased vegan Bullets in the past so I hoped they were similar.  Unfortunately I could tell once I got them that they were some sort of leather/suede.  I checked the tag inside and it said leather/textile.  I contacted Saucony and they confirmed that it is a leather and textile blend.  It felt like maybe pig skin, (which I have purchased, unknowingly, in the past).I'm sure the shoes are fine for anyone who wears leather, but for anyone looking for synthetic just be aware of materials.As far as Bullet sneaker - if I find the vegan version again I would absolutely buy them again.  I wore my last pair out.",Seller Issue,Seller Issue
"I bought the pendant and also a pair of matching earrings.After a close inspection I realized it was not real silver.There is no warning of this in the product description and everybody thinks it's real silver.Also, the price is more close to silver pieces than to fantasy ones. It should cost 1/3 or 1/4 of the current price.Knowing that, the product is nice and is a nice gift, but not for the published price.",Seller Issue,Seller Issue
"After I unwrapped this garment bag, I opened the zipper and put a sport coat into it to test the size.  I then zipped it but it stayed unzipped.  I have zipped it in both directions a dozen times and it merely stays unzipped. It never worked once.  Don't waste your money.  One thing Amazon could and should do is to add three words to every product description - ""Made in ******** "".  That would be a great help to those of us who try hard to avoid purchasing shoddy goods from countries who make little else.  That source information is available to people when the goods arrive - it should be available before the order is placed.",Seller Issue,Seller Issue
"Hey CLC,The star I checked is assigned to the response""I hate It"".I would not use this phrase to explain the reason for my return.Disappointed is more the word I would choose.I usually wear a size 7, and that is what I ordered. Unfortunately, they are too big, even if I had heavy socks on.This is the smallest size you carry through Amazon, so I will be returning them.The most significant reason for the return, is the fact that the label on the boots states a warning: THIS PRODUCT CONTAINS CHEMICALS KNOWN TO THE STATE OF CALIFORNIA TO CAUSE CANCER, BIRTH DEFECTS AND OTHER REPRODUCTIVE HARM""......This was not noted in the product description, and I am deeply disturbed by the omission of this fact.........As I stated earlier the BOOTS ARE BEING RETURNED",Seller Issue,Seller Issue
"How frustrating: the product description said pink/black/nude and 95% cotton 5% Spandex. Actual colors were fluorescent orange and pink, or bright stripes, or wacky prints. (Think miniature day-glo leopard.) And, as another reviewer mentioned, the fabric feels creepy. Best feature of this product is that my return request was instantly approved, though it's annoying that I have to pay return postage on a product that doesn't match what I ordered.",Seller Issue,Seller Issue
"I don't understand, this is super tiny, not even close to the dimensions listed in the product description which are 20x14. I returned it, it is of no use to me in that size.",Seller Issue,Seller Issue
"I purchased this product thinking that it would be a great back-to-work nursing/pumping bra because I read the product description saying it was a ""wireless SOFT cup."" Now, all cotton can be considered ""soft"", but in the world of bras (and I have experience) that typically indicates a cup lining that would hide nipple. I definitely did not want or expect it to be ""padded"" as that is something completely different (and I definitely don't need padding at this point), but non-soft cup is also not something that I expected per the product description.If you want a sheer, cotton cheap bra, this is for you. If you want a ""soft cup"" that would be nice to wear under clothes that would help hide your nipples, DON'T BUY THIS.",Seller Issue,Seller Issue
"The product that was shipped to me was not the Bostonian product that i expected. The shoes i received did not have a leather top and handmade sole, which the Amazon product description clearly details. I own the exact same pair, and the insole clearly labels ""Leather upper/man made sole"". The insole of the product that was shipped to me did not have those that text in the insole, and it was clearly evident in the feel and quality of the shoes that it was lower-grade model.",Seller Issue,Seller Issue
"A good watch gift for my 7-years-old daughter.The size of watch is about right for the girl and the watch design is pretty unique.Used for two days (normal day usage), worn the watch when she is washing her hand.  According to the product description,  the water resistant for this watch is about 10 meter depth.  But within few days of usage, there are few drop of water are clearly visible inside of the watch.",Seller Issue,Seller Issue
"I ordered 2 pairs of these pumps, one for myself and one for a friend. Both pairs of shoes have damaging marks on them. One has a very thin slice on the side of the shoe, like an Exacto knife would make. There are several indentions on two of the shoes. One is right on the top of it, so it's very noticable, and one has it on the back. I would compare these indentions to what a crimped plastic coathanger would leave on your clothes after it's been hanging for ahwile, except with this shoe material it's staying there, it will not go away. Two of the heels have a small area where the it's peeled up, so you see a white mark on the heel where the teal color material is torn. Basically, lots of minor damage to the shoes, and there was nothing about this described in the product description. Also, I wear an 8 1/2 and had to order a 9 since half sizes are not available, and they are very wide all around my foot. I figured a size down would be too small, so I ordered up, so beware if you normally wear a half size, they will most likely be too big or too small depending on which route you take. Very dissapointed with my order, especially since I bought two pairs and both pairs had damage to them. I counted down the days until these shoes arrived, only to be let down.",Seller Issue,Seller Issue
These are not leather as stated in the product description.,Seller Issue,Seller Issue
"The ring looked great for the price. I gave it to my girlfriend, who was extremely pleased with it. However after a few days it started turning her finger green.The product description of the metal must not be accurate.",Seller Issue,Seller Issue
"I ordered these for the non-skid feature as the picture and product descriptions claims to have, but I've received plain socks twice already. These DO NOT have the non-skid feature at all.",Seller Issue,Seller Issue
"These leggings are not soft and comfortable because they have 10% polyester, 85% cotton, 5% elastane.  The product description states 95% cotton/5% elastane. Change the product description!  I will go through the hassle of returning these.",Seller Issue,Seller Issue
"""Women's Galaxie Shearling Slipper,"" this is called. ""Cozy shearling lining,"" claims the product description. Shearling. What is shearling?  ""Shearling is a skin from a recently sheared sheep or lamb that has been tanned or dressed with the wool left on. It has a suede surface on one side and a clipped fur surface on the other,"" says Wikipedia. That's what I thought! Do we object to using Wiki as a reference? Well, that first sentence appears to have been copied directly from Merriam Webster, a respectable dictionary. ""Definition of shearling: skin from a recently sheared sheep or lamb that has been tanned and dressed with the wool left on."" I've bought shearling slippers before, and this accurately describes they were made of: sheepskin with the wool left on. That's what I was looking for. The title and product description of these Tamarac slippers naturally led me to assume that ""shearling slippers"" is what I was purchasing this time, too.Are these Tamarac slippers actually made of shearling? Alas, no. But because of the deceptive title and descriptive, you might not realize that until you've already bought them and inspected them closely. The lining is actually some sort of woven wool that has been glued to a suede backing. It's FAKE shearling. Or we can be fancy and call it ""faux."" But it is not real shearling. If you want shearling slippers, look elsewhere. I'm annoyed because I didn't discover this until I had already worn them a little, at which point I didn't think I could return them. I guess I should have combed through the reviews more carefully, because some other people were saying the same thing.Are they decent slippers anyway? Sure, I guess. I'm so annoyed about the deceptive advertising that they will never be my favorite. Every time I look at them, I just see FAKE shearling. The lining does claim to be made of real wool at least, though at this point, who knows? They're warm enough, though they don't fit quite as comfortably on my foot as some other slippers I've owned. They're a little wider than they need to be, so they don't feel very snug on the foot. I find them more comfortable with the ruff turned up, though then they start pulling down my socks at the heel. I usually find myself switching to my old slippers eventually. I'm also annoyed that there was a big plastic label on both soles that I couldn't take off without leaving such a sticky residue that the slippers stuck to the floor with every step.So in the end I'm giving these two stars, having docked one for each major annoyance: (1) FAKE shearling, (2) pull down my socks, (3) annoying sticky labels on the bottom.",Seller Issue,Seller Issue
Terrible and tricky product description! The socks were much smaller that they claimed.. do not recommend it at all.,Seller Issue,Seller Issue
"*UPDATED*I originally gave 2 stars. However, I have now dropped it to 1 star. After sending back the first 2 I purchased because the sizing was WAY off I reordered even before being refunded. Now again I will be returning. This time just one of them, but none the less it's a real inconvenience.1st. I ordered a navy and ash shirt. The navy color was as expected. The ash on the other hand was not ash it was very light heather grey. Tag shows ""Ash"" it is clearly heather.2nd. They are still big for being ""Small"" the navy shirt made in Honduras seems to be closest to the medium shirts I normally wear hopefully after a wash it shrinks.The ""Ash"" shirt seems like a large/extra large and again is heather grey made. This one made in Haiti. It's not the fit I wanted nor the color so I will be returning AGAIN.Overall my rating is based on experience as well as the fit and product description.*ORIGINAL POST*2 stars because, the 2 I ordered were massive. I ordered medium size shirts and got medium size shirts according to the tag. All the shirts and even jackets I own are medium size. They were more like large maybe even XL in size. I returned them and ordered the small. Crossing my fingers that they fit otherwise returning them also. The hassle to return something and wait for a refund is the reason it got 2 stars. The quality seemed fine to me and the colors were true.",Seller Issue,Seller Issue
"BUYER BEWARE!!!  This is the UNLINED version of the jacket!  This, though the product description STATES that it is quilted lined is NOT!  This is just the canvas jacket used for mild weather, not the actual ""quilted"" inside as we use here in the midwest.",Seller Issue,Seller Issue
