Text,Predicted,Target
"the two shoes are Taupe, but are  two different taupe colors.....looks odd.....could be the nap is backwards",Design Issue,Design Issue
"Lasted less then 1 month before the air sole blew out on one shoe. Of course it happend after the allowed return time, so this gift for my boyfriend is garbage and I'm out 79.87!",Quality Issue,Quality Issue
"These look nice and are comfortable when you're not walking on them, but the tread design doesn't work for me at all. The rubber blisters on the part of my sole that has the heaviest tread (rear instep) wore down flat long before any of the others, which made walking in the shoes noticeably uneven after only like a month of use.",Quality Issue,Design Issue
the shoes started to squeak just after the time limit to return was over..It is very annoying. I will have to just suck it up. I had to walk on my toes to keep them squeaking.,Quality Issue,Quality Issue
I own 5 different pair of Merrell Footwear but these were somewhat disappointing the inner soul is not as comfortable as your other shoes and my feet sweat in them. I removed the inner soles out of my winter boots and they feel better.,Quality Issue,Quality Issue
"This is my third pair of Jungle Mocs.  They fit fine, but are terribly noisy.  Squeaky.  I thought this would improve but did not.  Also the heels are rounded so much that if I lean back a little, I tend to fall backwards.  Totally unusable.  Must be a different manufacturer.",Design Issue,Design Issue
"These fit okay and are comfortable.  But within a week, the soles started creaking whenever I walk through a quiet room.  These are poorly made.  I'd recommend something else.",Quality Issue,Design Issue
Nice looking shoe but size issue. I have two other Jungle Mocs: dark brown (bought directly from Merrell online and light brown (bought at local a shoe store). Ordered this black pair and they are too small. I would guess a full size smaller and the toe end is not as wide as the other Mocs. I am returning them and not ordering another pair for fear of sizing inconsistencies with this color.,Design Issue,Design Issue
"WTF Merrell! Learn US shoe sizes.I'm a 9.5 in sneakers and dress shoes, always have been since being an adult.But I order 9.5 and they are way too small without socks.I send them back and order 10s.Now I can barely get into them with socks on!No room!!!Keeping them since, I'd tired of the hassel and they just barely fit, maybe they will loosen up on break in.What's the issue with the getting shoe sizes correct? !!!",Design Issue,Design Issue
"Actually love my previous Jungle Mocs. I've worn  them for years; decades actually: hiking, for business, semi-formal events and every day slip-ons.Sadly, these new ones were notably narrower than the previous ones. So narrow I had to send them back - and buy the wider version for a $10 premium.",Quality Issue,Design Issue
I ORDERED YHE WRONG SIZE,Design Issue,Design Issue
"Well made, nice looking shoe, width is perfect, but sizing runs very large. I had to purchase four heel grips just to get the shoes to stay on.",Design Issue,Design Issue
Shoes were the size of an 9.5 instead of the 8.5 I ordered even though they were labeled as 8.5. I had to return them.,Design Issue,Design Issue
I bought a pair of these in Tan that have the same title and the same size - they fit great!  I ordered in black and they do not fit.  The back are narrower and have a higher arch.  Disappointed.,Design Issue,Design Issue
These squeak whenever I take a step. I have a similar pair which i was replacing which have never made that noise.I won't wear these due to the noise.,Design Issue,Design Issue
Too narrow for my feet.  Ordered the wide.,Design Issue,Design Issue
Runs small and narrow. Not as comfortable as mic I bought 10 yrs ago. They fit like a cloud and have been my go to shoe since the first time I wore them,Design Issue,Design Issue
"my feet were aching in these shoes after 30 minutes to an hour.  the sole has no cushion to what i'm use to. It felt like i was walking in heels rather than work shoes.  The shoe has good traction and easy slip on, that's about it.  Returning and trying some rockport walking shoes.",Quality Issue,Design Issue
"These boots look great -- but they smell terrible! a horrible, oily smell that stunk up my entire apartment. I threw them out -- I couldn't take the smell after an hour, and I didn't want to stink up my car returning them!!!",Quality Issue,Quality Issue
Ordered what was supposed to be a Double E - these did not even come close - they were more narrow than a Medium width,Design Issue,Design Issue
"I ordered these boots on 11 April 2015, and received them by 14 April. Since that time, I have worn them frequently, finding them comfortable and true-to-size, and I had believed them to be durable.However, I noticed today (10 November 2015) that the stitching on the soles is failing. This is piss-poor performance for a boot from a respected maker - even if I were wearing them every single day (which I've not been), a seven month lifespan on the sole stitching is pathetic.It's possible that the pair I got is defective, but after seeing so many other customers with exactly the same complaint, I think it more likely that this is simply the standard Justin builds to now. I wouldn't recommend these to anyone - if you're willing to live with mediocre boots, they can be had far cheaper.",Design Issue,Quality Issue
I will never buy Justin Boots again.  Within 6 months both soles had worn through.  I contacted Justin Boots and they just said they don't warranty the soles.  So for the amount of money spent I would have given a one star but did stars two because they do look and feel good.,Quality Issue,Quality Issue
"I forgot why I quit buying these mocs, but now I remember. The sole breaks down quickly, leaving an uncomfortable saddle under my arch. Boo. From experience, I know this will get worse until I have to throw the shoes out LONG before they wear out any other way. It becomes crippling.",Quality Issue,Quality Issue
The boot was suppose to be 2E in with but they were to tight.,Design Issue,Quality Issue
"This is not a 12M. My best guess is it's closer to 12EEE, even though the shoe has a ""12M"" label.Merrell seems to have changed actual size of their ""12M"" version of this shoe. The size is much bigger than exact model (""12M Jungle Moc"") manufactured earlier. The product number on the box, and the product number in the shoe, match each other, and they indicate the ""12M"" size. But they are visibly bigger (about 1/4"" wider AND longer) than earlier 12M Jungle Moc's. This is maybe the 6th pair of 12M Jungle Moc's I've purchased from Amazon in the past three years (I wear them out after 4 months and 300 miles of walking). I always order the same size.I would not suggest ordering these online as the size may vary greatly depending on what stock is shipped.Though there is no arch support, the stock insoles are not glued and easily swapped for good orthotics -- a requirement for just about any shoe.",Product Description Issue,Design Issue
They have a very foul oder .,Design Issue,Quality Issue
Fit good not too narrow. really comfortable. these shoes didn't last long.. 3 months and the bottoms are nearly coming up... won't order again,Design Issue,Quality Issue
"I LOVE Merrell shoes and over the last 6 years or so I've owned like 10 pairs, mostly in the Bare Access or Road Glove line.  I love how light those shoes are and how wide the toe box is.  I always bought size 12 and they always fit well.  I wanted some house shoes and saw these here on Amazon on sale so I bought them.  Sadly these were WAY TOO TIGHT AND NARROW in the toebox in my normal size 12.  I couldn't even wear them for like 10 minutes they were so uncomfortable.  I checked the specs to make sure I didn't get a narrow size on accident, and the pair I got as far as I could tell were standard size 12.  So one size 12 is definitely not comparable to another size 12 in Merrells!  I realize that I've been wearing relatively minimalist shoe with a wide toebox so that's what I'm used to, but honestly I was shocked just how poorly these fit.  I returned them and am still looking.  I haven't lost faith in Merrells -- in fact I'm looking for a hiking shoe from them.  But I'm going to have to *go* to a store to try them on I guess.  Bare Access I just order when they go on sale and they fit reliably.  Oh well.  At least Amazon's return policy is awesome!",Design Issue,Design Issue
"For whatever reason, these shoes make my left foot ache after less than a quarter mile of walking.  They were a bit too big, but it's hard to believe that's the issue when my right foot (which is half a size smaller than my left) was unaffected.  I like the style, and the idea of the design, but it just didn't work for me.  I am returning them.",Design Issue,Design Issue
"the rubber sole started to separate after about 2 months! I was able to glue it together but very disappointed considering the price and reputation. Also gave me blisters (although I wasn't wearing socks,but still it shouldn't)",Quality Issue,Quality Issue
poor craftsmanship had to ship two pairs back yuk,Design Issue,Design Issue
This shoe does not offer the traditional Merrell fit. Loose and wide. Had to return.,Design Issue,Design Issue
I have always purchased this same size so I was surprised at the tight fit.,Design Issue,Design Issue
I found that the 9.5 size is too wide and doesn't provide arch support as indicated in several of the reviews posted.,Design Issue,Design Issue
"I love Merrells, but this pair just did not fit me. It was fine in length, but it was too wide or something and slipped badly at the heels. I returned them the day after they arrived.",Quality Issue,Design Issue
"I bought another pair of these shoes in the same size and they fit perfectly.  This pair was a little bit loose and rubbed up and down on my heels when I would walk, so I will need to return them.",Design Issue,Design Issue
"Had a new pair ~7 years ago: very comfortable and durable. These are not of the same quality, and although the length was as expected, the fit is not comfortable, and perhaps a bit narrow. I am not persuaded that a different size (wide rather than medium) would help, and in any case, I was not satisfied with the quality. There are suede flaps (on both edges of the tongue) that ""hang out,"" lying on top of the elastic strips that fasten the edges of the tongue to the body of the shoe. The suede is VERY thin, flimsy and soon wrinkled (would not lie flat over the elastic) and those wrinkly flaps looked terrible.",Design Issue,Design Issue
"I purchased a pair of these on Amazon.  From day 1, although they were 11's and I usually wear a 10-and a half,  they were too small, cramping my toes and very difficult to get on and off. I know, i know, I should have sent them back immediately, but hey, i figured they would stretch out a bit in a month or so.  WRONG.  They never adapted to my feet and if anything got worse.  Now I am several months out of the warrantee period and they are useless and heading for the trash.  I just received a pair of size 11 Keen Brixens.  They fit comfortably, seem true to size, and appear to be far more waterproof than the Merrell's.  I've always counted on Keen to give me high quality in my hiking sandals and now they are doubling down with a great pair of wet weather boots.  Thanks Keen and boo hoo to Merrell's, good by old pals.",Design Issue,Design Issue
I had high hopes for this shoe given my wife loves the female version. After 10 minutes though my front toe started to hurt though even though there was plenty of room in the front of the shoe. The shoe also tends to push you feet forward in them along with what feels like no arch support as well. This caused my feet to fall inward and did not feel comfortable.,Quality Issue,Design Issue
"I am giving this product 2 stars instead of 1, because they seem like they are extremely well made and will last for a long time, but it has failed in about every other aspect, especially for its price range.1. Does not come even close to fitting, this shoe fits like its 1-2 sizes bigger than stated, and i specifically chose a smaller size to make sure it would fit well.2. it has NO grip on wet ground or rock, it is more slippery than my normal sneakers.3. it purports to prevent odor, but after only wearing them about 5 times,  well lets just say that claim stinks...4. They are easily the most uncomfortable shoes I have ever worn in this price range, I have even worn $10 shoes that where more comfortable, the backs of these shoes press at an odd angle against my achilles tendon, making it quite sore by the end of the day, and my arch is pretty sore after wearing them as well.5. No real ankle support at all, that is likely do mostly to being so loose though...I honestly just do not understand why such a universally loved shoe and brand has turned out so absolutely horrible, maybe its just me, but these are not worth even half what i payed... i wish i could say different though, as I had high  hopes for these, as I purchased them for work, which includes a lot of varied terrain, I really need a good shoe soon :/",Design Issue,Design Issue
"I have had this brand of Mocs for years. Love them, never had an issue before.  This time around... the shoe squeaks ...loudly, every time I take a step. Nothing I do makes a difference.So I am not wearing them.I should send them back...",Design Issue,Design Issue
"My husband has a problem with shoes being wide enough.  So far, so good.",Design Issue,Design Issue
Jungle Camo Merrell were smaller than the size marked. Very hard to break in.,Design Issue,Design Issue
"However, the shoe started to fall apart in about 6 months. Even though they were not that expensive. Will not purchase them in the future.",Quality Issue,Quality Issue
Got a pair for Christmas and was defective: the insole was obviously glued in crooked on the left shoe. (measured from top of arch to top of the shoe and was almost 1/2 inch different than the right shoe). Exchanged for another pair and has exactly the same problem. I love and buy only Merrell shoes and this is the first I have experienced such poor quality control. Hope they haven't changed for the worse.,Quality Issue,Quality Issue
"Update after 3 months of moderate to heavy use (1-2 hours per day on average):The upper has begun separating from the rubber at the toe of the shoe, allowing water to easily get in. It has become so bad that water wets my socks from a walk through a field with morning dew. When I received these, I noticed that there was only a small amount of glue that appeared to hold the rubber outsole to the upper at the toes and it looked pretty precarious. But, I figured that these were Merrell's and they would hold up. I expect more from Merrell and I expect more from an $80 shoe. They are still comfortable, but I am now pretty much restricted to using them indoors only. Based on the other reviews being overwhelmingly positive, I think this defect may be limited to the camo version.Otherwise, this is a nice shoe:Unlike neoprene versions (e.g., Bogs), these slippers are extremely breathable. They keep your feet comfortably warm in the cold (even in single digits), but they don't sweat. To me, there is no worse feeling than your feet shedding sweat nonstop because they can't breathe in your shoes. I will gladly trade the lack of complete waterproof-ness for breatheability. This breatheability also means that these are fine to wear in the summer, whereas those made from neoprene will be unbearably hot.These come in half-sizes. Many similar outdoor slippers do not, which can be a big deal if you wear a half-size. I am an 11.5, not a 12. I walk out of 12s and 11s scrunch my toes. Merrell is smart enough to realize that skipping out on half-sizes will make many people unable to wear these.These slippers are extremely comfortable and easy to slip in and out of. You can feel the cushioning as you walk -- it is firm, but cushioned -- exactly what I want in an outdoor slipper. They provide great traction and grip on all outdoor surfaces, including snow- and ice-covered surfaces.",Quality Issue,Design Issue
"I have put 3-4 layers of Dr Scholls padding around this shoe to make it fit - and it is still a little loose.The length is good, but the area around the ankle is unike any other shoe you have ever tried.  You need to try at the store before buying online (I did try at the store 3 years ago, and fit has apparently changed).",Design Issue,Design Issue
Ended up tossing them out.  They were too dark and hard to keep clean.  They did fit well and were great to walk with/on!I did not like the wide fat look.,Design Issue,Design Issue
"This is advertised as a size 13 shoe, but it is too short.  It cramps my toes, and causes my toenails to curl.",Design Issue,Design Issue
"I ordered these after a reading reviews and a couple friends owned them.  The shoes fit great, and were extremely comfortable right out of the box.  I wear them on weekends and after I get home from work.  Unfortunately, I noticed the sole on one shoe was breaking away from the nubuck material, two weeks past the Amazon cut off for returns.  I will not be ordering any more of these shoes, unless I can find a brick & mortar store who will offer them at a similar price, with a longer return period.",Design Issue,Quality Issue
"These shoes are not like other Merrells I have bought - they have a very high arch in the shoe.  I have flat feet and need to wear orthotic insoles, and I cannot wear them in these shoes.  Great otherwise, but a bad fit for me.",Design Issue,Design Issue
I've worn Merrell Jungle Mocs exclusively for several years and it seems the ones I buy online here wear ridiculously fast... It's as if there's a different quality standard for the ones sold here..,Design Issue,Quality Issue
These replaced a pair of Merrill's I have owned for a few years which are blond colored.  They were getting old and I was getting tired of the color.  My old Jungle Moc's are very comfortable to wear.My new black Jungle Moc's seem narrower and tight.  I checked the sizing on my old pair and I ordered the exact same size.  All I know is the new ones are real tight if I wear socks.  I am hoping they will stretch out otherwise I may have spent $80 for nothing.  So be careful with the size and be prepared to send them back if they feel too tight when you first get them.,Design Issue,Design Issue
"We ordered the exact same size as the ones my husband has now and they are much too big. Sent them back for a refund. However, Merrell's are excellent shoes.",Design Issue,Design Issue
"The shows is nice but extremely narrow! my daughter is tiny and has skinny feet. I ordered size 12 . the length is fine but it is just too narrow that her feet hurt when she used it on first day of school.  So last august 19 i ordered again and this time i ordered WIDE. It arrived today but although the box stated WIDE, the shoes is exactly as narrow as the M that i bought.",Design Issue,Design Issue
"My young son keeps complaining of something pricking his pinky toe! I've looked, but I don't see anything at all. However, my niece who is older complains of the same thing. I would guess it was a manufacturing problem, only what are the chances that their shoes came out the same batch?!",Quality Issue,Quality Issue
"These are the same brand and style of sneakers I have worn for years but these caused blisters for the first time.  I think the quality of materials used isn't as good as before.  After I broke them in, they are okay but I probably won't buy them online anymore.",Quality Issue,Quality Issue
"I really wanted to like these shoes but I just couldn't move well on the court in them.  I felt sluggish in them.  At first I thought they were too heavy and were slowing me down.  I then realized that they made me feel as if I was higher off the court.  I have worn New Balance for several years, my last pair the 803 model.  I think NB tennis shoes have a reputation for being low to the ground, and my 803s were indeed lower than these K-Swiss.  They fit fine, length and width and the toe box was good. But they were not for me.  They may be fine for others, but If you are used to NB shoes, they may not be for you either.",Design Issue,Quality Issue
"KSwiss stopped making the Defier line, which was a fabulous shoe.  Great fit, great support, great ventilation, etc.  I was referred to the Ultrascendor as a replacement for the Defier, but I don't really care for the shoe.  Unfortunately, I bought two pair.  I don't feel the same support, my feet sweat much more, and the material seems flimsy compared to the Defier.  I've got to seek out a different shoe.  They look pretty good and are an OK shoe, but definitely not as good as the Defier.",Quality Issue,Quality Issue
"I am currently ""between shoes"" as Wilson keeps discontinuing every model I've liked. I generally buy shoes that are labeled ""extra wide"". I've worn shoes the manufacturer has called 2E, 3E and 4E. I don't mind wearing more than one pair of socks, in fact I prefer it.I gave this shoe a try because a tennis specific website indicated this was a good choice for wide feet. It isn't. At least not if you need width in the forefoot. I spent several days trying to stretch these guys out and then finally decided I'd made enough progress to give them a shot on the court. It was a painful experience and I really could not play my game with them on.I think the workmanship of the shoe is top notch but the shape is really not foot-like. If you look at a Nike shoe or a Wilson shoe, they are shaped like feet. This shoe is shaped like a canoe. If your feet are shaped like canoes then you've found your shoe.I think on the basis of my experience with these shoes that I like a comfort oriented shoe. The ride in these things is harsh. Using a car analogy, I am guessing I need a Cadillac type ride and got a Corvette by mistake.",Design Issue,Design Issue
"The sponge fell off of the plastic handle the first time I used the kit.  Not very well glued on.  The polish shines nicely, but now I need to use a separate cloth to apply the polish to my shoes, so the convenience of the built-in sponge is lost.",Quality Issue,Quality Issue
Nice sneakers but make sure ya get a half size or size smaller.,Design Issue,Design Issue
ordered an 9 and feels like a 10 in men. any way id be able to receive an size 8.5? s,Design Issue,Design Issue
"Men's sizes!!! Said women's 9 and when it came it was more like a women's 11 and a men's 9, false advertising!!!!",Design Issue,Design Issue
Was not specific on sizing.  They were too large.  The shipping was more expensive to send them back,Design Issue,Design Issue
"My daughter wanted white Converse hi-tops.  These were described as White but they are the unbleached white, which is basically a pale yellow.  Not at all what my daughter wanted.  We had to send them back and try a different seller.  Hopefully, the new pair will be the correct white.  I this seller is misleading people with their color description.",Product Description Issue,Product Description Issue
"I don't know. They look weird, the sole's soooo different from my picture of converse!!! Buuu",Product Description Issue,Product Description Issue
Wrong size delivered,Design Issue,Design Issue
Zipper broke after a week!,Quality Issue,Quality Issue
"The sole of one shoe separated from the rest of the shoe after moderate wear within 4 months of purchase, 3 months after the return window expired.",Quality Issue,Quality Issue
Zipper broke off already.,Quality Issue,Quality Issue
"My son wore these off and on for a month when school started.  Both shoes, the soles started to come off.  The right one came off almost completely.  Don't know if this was just a bad pair or what but I wouldn't order these particular Converse shoes again.",Quality Issue,Quality Issue
Way too big,Design Issue,Design Issue
"The shoes are apparently made to a foreign last. The last time I bought Conns, several years ago, they were still being made to the American last & fit perfectly. Needless to say, I was highly disappointed in these, so sent them back for a refund.",Design Issue,Quality Issue
These are fake chucks do not buy them I got ripped off,Quality Issue,Quality Issue
Should publish that these are in men's sizes. Wanted a 5.5 in women's and was given a 7.5. Way to large. Will need to return.,Design Issue,Design Issue
Sizing is way off!!!!!!!!!!!  Ordered  3xl and. they might have fit a size L,Design Issue,Design Issue
"I bought a large, which always fits after washing even if it's 100% cotton. This shirt shrank so bad I can't wear it. I think I am through with nike.",Design Issue,Design Issue
"The ""XL"" feels like a tiny ""S"". On top of that I had to pay for the shipping when I  returned the t-shirt. :(",Design Issue,Design Issue
"Either the pair of Converse I received from this seller were counterfeit knock-offs or Converse has farmed out their manufacturing to the cheapest country with the poorest of quality standards. I bought this pair of Monochrome Blck All-Star Hi-Tops because it is my favorite style and my current pair was getting worn. When the new pair arrived I took them out of the box and placed them in my closet to be ready when the older pair was completely done. Well, the new pair had sat in my closet for about three weeks until today when I finally needed to wear them and to my dismay I discovered that they were the worst pair of Comverse I had ever seen. I wish I had inspected them better prior to trusting this seller and having thrown away the box so that I could return them. When I attempted to lace up and wear these shoes they felt oddly uncomfortable on my feet as if they were not the correct size and then I noticed the laces were at least 6 inches shorter than the standard All-Star Hi-Top laces. As I neared the top eyelets of the shoes one of the metal rings that surround the eyelets completely fell apart and off of the shoe. That when I took the shoes off and began inspecting them thoroughly. It is than that I noticed excessive glue at every seam as if the shoes were sloppily put together, the rubber emblem patch on the side of the shoe was incorrect and poorly seen on. I started comparing the new shoes to my older pair and not even the insole was correct, it was a completely different color, the new insole was black and the old was white. The actual bottom sole of the shoes were completely different as well with the original and authentic pair displaying the shoe size and the counterfeit pair not. I compared the model numbers of the shoes and they were the only thing that matched but the labels that they were printed on were completely different as well, not only were they different but they were both manufactured in completely different countries. The labels on the heel of the shoes were also completely different. This is the second time I have made a purchase on Amazon and have been shipped a counterfeit item, the last time it was a Carhartt hat that I ordered. I will no longer be shopping on Amazon as they do not monitor the products that these independent sellers are ripping us off with. I was ripped-off and will only be ordering my converse from Converse's website directly from here on out.",Quality Issue,Quality Issue
"Didn't even get the right color that I ordered, and they fake timberland",Design Issue,Design Issue
"Fell apart it 3 weeks. I know he plays hard, but these fell apart faster than any he has ever owned.",Quality Issue,Quality Issue
Boot is to big,Design Issue,Design Issue
"My son was so excited to find a pair of Timberland boots he could afford to buy himself with money he had saved. We were thrilled to find these on Amazon. We received them the first week of September, but it has only just been chilly enough in WI for him to wear them to school once or twice this past week. Yesterday, he showed me the sole is pulling away from the shoe after a couple of uses!",Design Issue,Quality Issue
The size was in US size however it was delivered in UK size. Was very  disappointed.,Design Issue,Design Issue
We like the shoe but its not a big kids size 4; instead we received a toddlers 4,Design Issue,Design Issue
Do not buy!!!! The first time i wore them I got home and they had streaked! And now I am forced to keep them because I wore them once!,Quality Issue,Quality Issue
It was larger,Design Issue,Design Issue
ever notice none of the common sizes qualify for prime,Design Issue,Design Issue
I guess the 7.5 I ordered was not a US size,Design Issue,Design Issue
It was not specified that these were men's sizes. Now I have to return them.,Design Issue,Design Issue
"I'm so frustrated with trying to buy Converse on Amazon. I search for Women's Converse, and several come up, but after I order, the listing changes to say Men's converse, and so I've ordered the wrong size...then, when I try to accommodate, I wind up with a size that's too small...the listings should ALL say both men's and women's sizes so that the buyer faces no ambiguity. I had to send these back, and will try once more...",Design Issue,Design Issue
To small need to return,Design Issue,Design Issue
"Okay! I have a 3 1/2 year old that's in a size 9 already...so I was wondering what size should I get, cause looking at the reviews some says a size smaller and some says a size bigger. I don't know, but I really want my boy to have these shoes! Any suggestions??",Design Issue,Design Issue
This toddler boot is not what we ordered for. We wanted a boot 6 1/2 size for a 14 year old. We hope it will be replaced soon,Design Issue,Design Issue
we order for big kid unfortunately it didn't fit I  send it back today for refundthe size table for toddler and bid kids is not correct,Design Issue,Design Issue
theyre small how should i get the right size? i got 3.5 and they don't fit. im very very sorry,Design Issue,Design Issue
"These were ordered as a gift, to be taken to UK. However, the size is not as labelled and shoes are too big and now cannot be returned. Not too happy.",Design Issue,Design Issue
"I Recieved My Boots Very Promptly Only Problem I Had Was They Were a Defective Item. My Right Boot Looks As If It Should not Have Been Even Sent out from where ever there made at because the right boot didn't have any color along the bottom of the entire right boot. They don't send a label so u can send them back and every time i tried to figure out how to send them back it kept giving me a hard time so i just accepted it as a loss. i took them to the post office but they wouldnt accept them with out a label. i rather buy my shoes from the store because atleast u can look at them. and they had no number to even call to try and work things out, so, i was upset bt its not like that when they take your money right away.",Quality Issue,Quality Issue
Game did not work wouldn't even play was badly described,Product Description Issue,Quality Issue
It fits and that's about the only good thing I can say about it.  There is velcro tabs in some places but there is no corresponding velcro to close the suit or to attach the cape.  I had to spend an hour sewing velcro on to this costume so that it can actually be worn.  If you don't know how to sew then it is unusable.  If I hadn't opened the package early to have my 3 year old try it on then we wouldn't have a costume for Halloween.,Design Issue,Design Issue
If you don't care what your kid looks like for Halloween then this costume is for you. First of all the material is uncomfortable and if they wear clothes underneath you can see all the creases because the material is so thin. This costume has no shape to it and it makes them look like cheap pajamas.,Quality Issue,Design Issue
after i finally got around to playing it the ps2 just kept saying to insert a ps2 format disc so basically the game is not playable. Doesn't work,Quality Issue,Quality Issue
Game doesn't even work at all spend my money on nothing and doesn't even work and i can't even send it back,Design Issue,Quality Issue
"Very poor quality.  Would not recommend to anyone.  I had to order a different cape, as it was too tight for my grandson to wear.  He started pulling the Velcro off, himself!",Quality Issue,Quality Issue
I bought this for my son's birthday party. I had to alter it quite a bit to make it fit correctly.,Design Issue,Design Issue
Colors are not as strong and vivid is shown in the pictures.Fabric and sewing quality are relatively poor.,Quality Issue,Product Description Issue
"As soon as this costume was delivered, we opened it up because my son was waiting patiently for this costume. Upon examining the costume, we noticed a few things. 1) the letter ""S"" was cracked and peeling off. 2) the Velcro on the back to keep the costume on was only on one side and not two, so it wouldn't close. I have attached pictures of the poor workmanship. My son and we were very disappointed in this costume. It's inexpensive in price and very cheap and put together poorly. I wouldn't buy this again at all. I don't recommend. For those looking for size comparison of this size small, my son is 5.3 years old and the small fits just fine.",Quality Issue,Design Issue
Huge sizing.,Design Issue,Design Issue
Cheaply made.,Quality Issue,Quality Issue
Way too small.,Design Issue,Design Issue
"I was very frustrated to open up the package to see that the Superman costume I ordered my son was actually a VERY ugly GENERIC super hero costume.  The item was NOT as pictured.  The picture shows the Superman ""S"" on the chest and what I got sent had the words ""Super Hero"" in it's place.  It looks like the WORST dollar store knock off costume I've ever seen.  What a disappointment and a hassle!  I will not order from this seller EVER again.  The other odd thing was that the package it came in was shipped directly from China, not from a warehouse in the US that distributes items made in China but actually sent from Shanghai.  I wish there was a way for me to upload a pic of what I was sent.",Product Description Issue,Product Description Issue
"I was not happy to see that the Superman emblem was peeling off when I pulled the costume out of the package.  Then, my 4 year old, pulled it off even more.  I used packing tape to put it back on, but this was all within 5 minutes of opening the pack.  I wasn't happy.",Quality Issue,Quality Issue
"There is no ""S"" logo in front this costume. How can the seller sells this as Superman costume?! the quality of the costume also looks pretty bad. Different from product picture.",Product Description Issue,Product Description Issue
"My son really likes his costume, since it arrived 2 days ago he's wanted to wear it non-stop. But it's really poorly made. Since we unpacked it the superman logo on the chest was coming off on one side, I had to glue it back on. And several seams are coming undone (from the very first day), so I have to keep sewing them back together. Last year we bought a Buzz Lightyear costume that's still in perfect shape except for some fading from washing and my son has worn it almost everyday for a year. I was hoping this Superman costume would hold up just as well, but I doubt it.",Quality Issue,Quality Issue
"The costume was a bad finish at the seams, has holes in parts of the suit, a product of very poor quality",Quality Issue,Quality Issue
"This Dog is so cute.  I bought it for my 2 year old and 4 year old daughters.  Yes, his tail does wag; however, Spotty falls over whenever making any type of turn.  My daughters love this toy and want to pull it through the house, but become very frustrated when he falls over.  It seems as if his front paws and back paws are very flexible, allowing him to fall over too easily.  I am very disappointed in this toy.  When I was purchasing it, I read all of the hype about toy awards and thought Spotty would be great.  He's not!!!!",Quality Issue,Quality Issue
"Not K87 material, its like stone wash or something. Makes shirt longer than usual. Im a fat guy and like the old thickness of original material.",Quality Issue,Quality Issue
"Ordered a medium, my actual size is between medium and large but this shirt by most shirt standards was XL.Returned to sender over 7 days ago (Free returns offered by sender) with no credit or follow up on status.",Design Issue,Design Issue
"I ordered three shirts, all the same size and one of them is small enough I can't even get it on.  This is the second time this has happened.",Design Issue,Design Issue
"I am an XL, in every brand I buy, and have been for years.  I bought an XL and it was enormous.  I would consider it an 3XL.  I thought maybe they sent the wrong size but no, it says XL in the collar. Very disappointing.",Design Issue,Design Issue
The fit is too big. Also I find it to be too thick of material for my liking. I will get too hot working in it in the California weather.,Design Issue,Design Issue
Way too big,Design Issue,Design Issue
Very displeased. Poor quality for a carhartt product. Don't think I'll be buying anymore of these shirts.,Quality Issue,Quality Issue
"Wore and washed this color once and already it's faded all around the collar! We have this shirt in many colors and this shade is terrible. Only thing is, 30 days is up and we can't return it so we are stuck with it! Guess it will be a painting/work shirt or rag now.",Design Issue,Quality Issue
It said L but it's actually a XL,Design Issue,Design Issue
Shirts made in Haiti are made of a canvas like stiff scratchy fabric very uncomfortable and don't get better after washed....many times.  Waste of money DONT BUY!  Not even suitable for rags.  Carhartt should fire the buyer that that sourced these.  Carhartt reputation now in the gutter.Been buying Carhartt for years but never more.,Quality Issue,Quality Issue
"I bought four of these shirts some years ago on the advice of a friend who lives in them.  From the start they seemed like quality material, albeit stiff and itchy.  I managed to ruin one of the shirts, which was entirely my fault.  Of the remaining three, two self-destructed within a year.  I recently found the fourth at the bottom of a drawer.  While technically wearable, it was still itchy as hell and I decided not to torture myself any further, so it became a rag.  I've since moved on to the Duluth Trading brand, which is a quantum leap in durability, comfort, and the lack of an obnoxious logo on the pocket.",Quality Issue,Quality Issue
It's very tight in the armpit.,Design Issue,Design Issue
"The shirts themselves are great but where they have positioned  the cutout for your neck is off,If you like shirts tight around the front of your neck these shirts are for you",Design Issue,Design Issue
Way to big carhartt's large is like most other companies XL,Design Issue,Design Issue
Too large. Sized more like xxxl tail long enough but body it huge. Sleeves hang to elbow.neck to large around,Design Issue,Design Issue
"I agree about the consistency and quality...ordered an XL...nice fit but too big...ordered two larges and the fit was terrible...XL came from Mexico, large from Honduras...basically a shot in the dark.",Design Issue,Design Issue
"The review asks me ""somewhat small or big?"" Both! Big in the torso , small in the arms. The arm stripes/tape in ridiculous. Imagine you're taping your sleeves... there's no flex or movement. Restriction actually. The entire shirt is comfortable until the sleeve.. I returned it.",Design Issue,Design Issue
"Not the right size at all! Way to big to be a men's small, more like a large. I washed it in hot water then dried it thinking it would shrink but I was wrong. Will not buy another one.",Design Issue,Design Issue
"2 shirts made in 2 different countries, probably knock offs, who knows. I'm 5'9"" 240 and I wear an XL shirt so naturally I ordered an XL.... WRONG, Didn't know these T shirts could double as your wives night gown, seriously it went to my knees. It fit like I imagine a XXL or XXXL would. Returning these sorry excuses for shirts first chance I get.",Design Issue,Design Issue
Purchased an XL. Nice shirt but it's huge compared to the long sleeve one that I bought in the same size. Had to return.,Product Description Issue,Design Issue
