Text,Predicted,Target
They are cheap fakes. If you order these make sure you go a size down. Also these showed up LATE. Not like a few days but a few weeks late. You're just better off and going to Nike and getting you a real pair. I luckily got a refund and got a real pair and now i'm happy :),Product Authenticity Issue,Product Authenticity Issue
"The scarf is Purple and a dull yellow, not Maroon and Gold. The Scarf is 100% Acrylic, not 100% Wool. The labels and packaging are written in Chinese, not professionally printed. When I wear the scarf, it irritates my skin and it smells like toxic chemicals. My sister has a genuine 100% Wool Harry Potter Scarf and this scarf does not look 100% like it.Cons: Not Genuine Harry Potter Merchandise.Pros: Awesome price and it serves great as a fake Costume Item.",Product Authenticity Issue,Product Authenticity Issue
"Returning, poor quality which feels like plastic. Looks fake compared to my previous two pairs.",Product Authenticity Issue,Product Authenticity Issue
Really dislike the faded/distressed upper leg area. It looks fake.,Product Authenticity Issue,Product Authenticity Issue
"My pair of Clarks arrived last week.  When I took the shoes out of the box, I wasn't sure if I had ordered a pair of shoes (like I thought) or a cut-down version of a boot.  I went back and looked at the picture on-line and, sure enough, I got what I ordered.  This will be the last time I buy shoes without actually seeing and trying on the particular shoe.  With the four eyelets, this shoe rides too high for a truly comfortable fit, plus it looks goofy. The leather, if it really is leather, looks fake.  I would never wear these shoes to work or to a function where style mattered.  I also would never wear these shoes with jeans (if you do, wear white socks so everyone will know you really are a geek).  All in all, I give the product a 2.  I would send them back, but it's not worth the bother.  Instead, I'll wear'em when I work in the yard.",Product Authenticity Issue,Product Authenticity Issue
"Purchased these in October of 2014 and I'm ready to throw them out. While they are comfortable in general, I have two issues. The outer sole or tread if you will is not durable and is wearing out. The biggest problem is the foot bed is covered with some material that does not appear to be leather. It attracts dirt and leaves which stick to the stuff requiring me to take the sandals off and scrape the debris out. On true leather sandals debris such as small twigs, stones and bits of leaf will just fall out. Recently I've noticed the fake leather material is lifting away from the foot bed, becoming loose and clumping. Clarks that I've owned in the past have been very durable and held up for several years but not these.",Product Authenticity Issue,Product Authenticity Issue
"I was sent a fake pair of Clark's with my first order, which ran far too large,  so I returned them for the next size down. Amazon then sent me a true pair of Clark's in the next size down, but it was WAY too small. Needed these for work, and spent a few weeks shipping back and forth to try and find the right size.Not sure how or why I was sent a fake pair the first time I ordered them, but be weary when ordering through this store on Amazon. I usually love Clark's, they typically fit great and are quite comfortable. Perhaps I just hit some bad luck with my orders, but I had to. Give two stars just because of my results.",Product Authenticity Issue,Product Authenticity Issue
"Fake, fake, fakeAvoid this one. I have worn many Clarks shoes in my time and made quite a few purchases on Amazon, but I got taken on this one. These were just the worst pair I ever purchased, can't return them and cannot even find someone to give them to, these are terrible.",Product Authenticity Issue,Product Authenticity Issue
"I have to preface this review by saying that my rating is based on a standard. I purchased this exact belt 12 years ago in 2006. I have worn that belt nearly every day or every other day since, implying that I conservatively have worn this belt for 2,190 10-14 hour days. That belt is in relatively good shape still. Additionally, the leather is still quite beautiful. I've worn it in torrential downpours, at paint parties, etc. This belt has literally seen it all. It is also probably one of the oldest garments that I still wear to this day.With all of that being said, when I decided that I wanted to order another one to keep in case the older one was destroyed or worn away somehow, and received the belt that came from Amazon, I was flabbergasted. The new version of this belt is HORRID. I purchased a black leather Tommy Hilfiger belt two years ago, and was disappointed in the quality... I figured I just bought a belt that they had outsourced the manufacturing to some crap shop to sell in Macy's. The 2018 brown belt has the exact same vinyl-feeling surface as the black belt has. I've attached a bunch of photos comparing the new and old brown belts, as well as the black belt, with two years of wear (and this one I wore maybe 1-3 days a week for the past two years (208ish 10-14 hour days of wear)). You can see that the newer ones have this fake vinyl stuff covering the fronts (if you take the belt and bend it the opposite way you'd bend it if it were being wrapped around one's waist, you can see the surface material bunch up. Genuine leather does not allow air to accumulate under such a thin layer and bunch up that layer. There is indeed genuine leather on the backside of the belt, but it's bonded to this fabric inner-core which is covered with this fake vinyl stuff. I guess that means the manufacturers can call it ""genuine leather"". They should have to specify what % of genuine leather the ""leather"" parts of the product are.Basically, two out of two tommy hilfiger belts I have purchased in the past two years have not been genuine leather as I've come to expect from their 12 year old product. I'm done shopping the brand. :( RIPEveryone's gotta lower prices while maintaining margins, and I understand that. I just have a very hard time when a product goes from a higher quality manufacturing process/material down to one that is an entirely different category.",Product Authenticity Issue,Product Authenticity Issue
Very poor quality a single piece of plastic fake leather nonsense glued to a backing of some sort. Very cheaply made and not at all what I was expecting.  For a name brand product the quality should be much better.,Product Authenticity Issue,Product Authenticity Issue
"I have worn Sambas religiously since 1995. I LOVE them. My third pair is wearing thin in the sole after 8 years of constant wear, so I thought I'd order a replacement pair. These are horrendous. I'm pretty sure they're fake. I really hope they're fake because I can't believe Adidas would downgrade their classic shoe so drastically. They're made of some sort of plasticky faux leather, and the sizing is about a half size too big. I'm returning these and headed to a shoe store. More money, but at least they'll be leather.",Product Authenticity Issue,Product Authenticity Issue
"Ordered here and the shoes seemed fake, then returned and ordered through Adidas, completely different shoes. Be careful!!",Product Authenticity Issue,Product Authenticity Issue
"Yes, these are Cole Haan's. Yes, they're the Pinch Penny (non-Nike Air). Yes, they're a good price. However, this pair is a step down from the identical shoe I have owned maybe a dozen pairs of over the past 25 years.First, I have always loved these shoes. The Pinch series were absolutely made for my feet. Classic styling, durable Brush-Off leather uppers, cushioned leather lining, great fit and superb comfort, unlike most Johnston Murphy's I have tried.I've long been dubious of CH's move to Indian manufacturing of the Pinch series, and this pair confirmed why. The US-made shoe (gone for about 15 years) was of quality non-par. The Mexican-made products that followed were nearly as good. However, now they come from India, and the shoe sucks!This is the first CH shoe I have owned that does not have a combination leather/rubber heel. These have a full rubber heel, with an affectatious grove molded into it where the leather to rubber joint used to be. Not that it really matters to most people, except die-hard Cole Haan buyers like me. The all rubber heel adds nothing to its durability, and the fake groove actually makes the shoe look like a cheap knock-off.Beyond that, the previous meticulous moc-toe stitching now is bunched and slightly uneven, and the lower portion of the toe box appears to have been stitched to the sole in a twisted manner. The leather soles on this pair were cracked and wrinkled at the leading edge of the heel, giving them an extremely cheap appearance.These are not your father's Pinch Penny. They are simply mediochre examples of the attention to detail that we have come to expect of Cole Haan shoes. I promptly returned mine and will shop locally for a pair that is a better example of the company's former level of workmanship.NOTE  -If you don't find this review helpful, please leave a comment and tell me why. If for some reason you simply don't like it, I challenge you to write a better one.",Product Authenticity Issue,Product Authenticity Issue
Very disappointed with this purchase! I have been wearing this same model of shoes for over a year so this was my third pair. This particular pair is not as comfortable and the stitches are already coming out within the first week of usage. The quality is NOT the same! Almost looks like a fake shoe. I'm even starting to wonder if it's an actual sketchers.,Product Authenticity Issue,Product Authenticity Issue
Way to small. And they look fake,Product Authenticity Issue,Product Authenticity Issue
Felt like fakes!,Product Authenticity Issue,Product Authenticity Issue
I ordered the white sandals and returned them because they were fake. Be careful. The footbed was not leather and the stamp was not the typical Rainbow stamp.,Product Authenticity Issue,Product Authenticity Issue
"Ouch - the straps on this bra have ""loops"" on the edges that are rough and painful after 3 hours of wear. Plus, it separates the ""girls"" at bit too much making them seem fake under clothing and not natural. This was so disappointing. Playtex are not what they used to be.",Product Authenticity Issue,Product Authenticity Issue
I think these are fake.  I have another pair of ray-bans that were better than these,Product Authenticity Issue,Product Authenticity Issue
These glasses are fake. Not authentic Ray Bans as advertised.,Product Authenticity Issue,Product Authenticity Issue
Fake. Confirmed by sunglass hut to be fake,Product Authenticity Issue,Product Authenticity Issue
Worst Ray-bans I have ever had.  I think they were fake.  Very cheap frames.  Already in the garbage can after only a few months,Product Authenticity Issue,Product Authenticity Issue
"I believe these are fake raybans.  Bought from Jami Mcllough, fulfilled by amazon.  No sticker on the box indicating what make or size the glasses are, no lens sticker on the lens, the insert was for the wayfarer model, not aviator, and I could not read the information on the inside arms of the glasses.",Product Authenticity Issue,Product Authenticity Issue
"These appear to be fake.  They are missing the engraved ""RB"" on the lenses.  Also the arms are completely different from my other RB3025s  these were purchased from Summer Group",Product Authenticity Issue,Product Authenticity Issue
"Hmmm... not even a month and the case stitching is unraveling.  While watching a ""how to spot a fake"" video, I passed my nail over the paint on the inner right arm and the paint came completely off.  The RB etching on the left lens does not line up with the arm; mine is slightly above. Lots of things check out on these and a few things don't. I have serious feel it's fake.",Product Authenticity Issue,Product Authenticity Issue
These are fake. Do NOT buy!!,Product Authenticity Issue,Product Authenticity Issue
"I received mine a few days ago and after some researching and comparison found mine was not genuine. While the sunglasses are almost identical to a genuine one, the packaging had too many red flags for me. I would say it's a rather high grade fake. Am really disappointed.",Product Authenticity Issue,Product Authenticity Issue
"First of all, I want to mention the name of the seller who sold me this product. GAFFOSI don't understand how this seller have this good rating!!!...They sent me a superb quality fake product. First of all they took the price of the polarized version but sent me a regular version. Moreover that is a fake one. The product failed at least 4 counterfeit buster features.I am using Ray-Ban for more than 9 years. As soon as I saw the Ray-ban logo on the glass I felt I bit uncomfortable but could not identify the problem with that. A closer look revealed the actual story. In the Ray-Ban logo the head of the letter ' R ' starts with thick edge and then becomes a bit thinner. But, the product I got, there the head of the letter ' R ' was equally thing through out its length. And the print is also slightly larger if I am not wrong.Later I found the followings:1) It did not have the square shaped sticker bar-code on the paper box.2) In the nose shoe there is no 'R.B' rather there is 'R B' and the seller intentionally scratched the noes shoe so that it become unreadable.3) In the left leg part of the white print is already gone.4) Moreover, I am writing about a feature. May be this is not correct cause I could not find this feature over internet but discovered myself.  I have 4 pairs of Ray Ban's in all of them in one nose shoe in printed in inverted alignment with the other. But the product I got, that has both in same alignment. If anybody can check and verify my observation, please comment.",Product Authenticity Issue,Product Authenticity Issue
It doesn't look like authentic Ray Bans. Sticker of Ray Ban logo so fake.,Product Authenticity Issue,Product Authenticity Issue
"These Ray Bans are fakes. I'm sure it's illegal to call these real. They're not authentic despite their packaging.The engraving on the lens, which is usually an indication of authentic Ray Bans is in the wrong spot and the lenses actually chip and dent because they're made of such cheap plastic.I have had many real Ray Bans and other, high end sunglasses that are in better condition after years of wear.After 4 months of wearing, these are almost unwearable now.",Product Authenticity Issue,Product Authenticity Issue
They looks fake.The Ray Ban inscription that is on the left temple its erased and I even used one year !!!!They aren't polarized.They should be Lens width: 54.5 mm and they are bigger than that.,Product Authenticity Issue,Product Authenticity Issue
100% fake. They are close replicas but they absolutely are not authentic Ray Ban sunglasses. I ordered 58mm rb3025 gold/Brown gradient. I would actually not be too unhappy with the quality of the glasses but I don't think $80 is worth fake glasses. I would be happy to pay $30,Product Authenticity Issue,Product Authenticity Issue
Watch out! this one is fake.,Product Authenticity Issue,Product Authenticity Issue
"Who believe it's not fake, I have only thing to say: I AM SO SORRY`. This is a FAKE Rayban. Absolutely!!!To be honest, it's a good fake, but I bought a real RayBan not a fake one. The product I received from the Amazon sealed in a plastic baggy and inside were wrapped with clear plastic to prevent the lenses from being scratched. The frame had all the correct markings on the arms and nosepads, but the frame feels extremely gritty and unpleasant to touch, is very stiff and difficult to open, and is very dull compared to the a original one.For sure I will return tomorrow... If you want a Original RayBan Sunglasses don't but that one",Product Authenticity Issue,Product Authenticity Issue
"It is fake. I used it two months , the bow became rusting",Product Authenticity Issue,Product Authenticity Issue
Do not buy amazon third party products! I bought a piece of sunglasses is fake! ! ! ! I received the sunglasses lenses are blue and purple! rayban 3025 did not even out over the blue-purple sunglasses! I checked on the Internet! Fakes are sold blue-purple! Very depressed!,Product Authenticity Issue,Product Authenticity Issue
The cover of the sunglasses seems fake. I already own the same glasses. Even the shine of the golden frame is not as good. No authentication certificate with hologram which normally accompanies the ray ban? I am doubtful! Better try & buy from local vendor.,Product Authenticity Issue,Product Authenticity Issue
"I bought the Ray Ban Aviator RB3025. It arrived on time, but they are fake. It took me a lot of inspection to determine that they were fake (they're made almost identically), but I could tell because the logo on the nose-pad is not interlocking, a tell-tale sign that your ray bans are fake. Also, the box it came in is not the right box. The real box has a recycling logo on it, but the one I received does not. Furthermore, the sunglasses were very good fakes, but fake nonetheless.",Product Authenticity Issue,Product Authenticity Issue
Poorly made in Mexico. Was not from the real Lee company i think. It may have been a fake. totally disgusted with the quality and fit. Threw them away. Worst product experience I have ever had.,Product Authenticity Issue,Product Authenticity Issue
fake converse! don't buy. seven lace holes instead of 6!,Product Authenticity Issue,Product Authenticity Issue
Not the real thing.  These shoes are faker then fake.  Ecco shoes are real leather and when I got these shoes in the mail they did not feel like leather at all they are made out of cardboard.  I bought the same pair at an ecco store 5 years ago and still have them and I still wear them. I got the ones on amazon a few months ago and already they are ripping and these and it seems like these are glue together because they falling apart at the heals.  What I learn here is to not buy brand stuff on line because you will probably get pirate stuff fake stuff.  Always buy at the store even if you have to pay more at least you will see if you are getting the real stuff.,Product Authenticity Issue,Product Authenticity Issue
"I think i got fake jack rogers. After barely a month of being worn, the heel started to crack and peel off and I had to use wood glue to stick them back together. I am very disappointed since I paid a lot of money for these shoes and wanted authentic jack rogers for a long time. Next time I'll just go to Houser Shoes for GB Shoes and get actual real ones.",Product Authenticity Issue,Product Authenticity Issue
"If you're ok with fake and terrible quality, you'll love these.",Product Authenticity Issue,Product Authenticity Issue
"While they were very pretty, they were VERY FAKE!  Because of the price I had to give it a try.  I bought a gold pair at a reputable retailer a week prior and decided to try another size since I hadn't worn them yet and they can run a tad narrow.  Meanwhile, the box itself was wrong.  Automatically I noticed they were too narrow and they had no writing on the inside.  The lettering on the base of the foot should be dark brown, it wasn't.  The fakes had tacked heels whereas the real Jack Rogers are smooth if you look at the heel upside down.  Those were just a few of the differences.  I could actually go on.  Now... If you want to fool a friend... I can't speak on quality so, be my guest... But... I returned mine immediately!",Product Authenticity Issue,Product Authenticity Issue
"Received fakes. Very disappointing. There was glue around the sole, the insoles are white (on the black shoe) with the wrong writing (should be black with gold writing and a line to take the insole out and see if the fit lines up), with flaws in the stitching.",Product Authenticity Issue,Product Authenticity Issue
This product sucks!! I think they are probably fake. I wore them two times and on the second time the thong part separated from the sandal. Too bad I am outside of the 30 day return policy. I will never order this product again.,Product Authenticity Issue,Product Authenticity Issue
These are fake as hell!!!,Product Authenticity Issue,Product Authenticity Issue
"Sealant I guess? But that and the fake ""copper"" buckles made them look very cheap. I couldn't return them fast enough. (This is for the Brown Amalfi leather.)Also, if you are used to suede Birks, be aware that the leather ones are very stiff.  Much less forgiving on arches / ankles.",Product Authenticity Issue,Product Authenticity Issue
"The description of these sandals said ""leather.  The sandals I received were vinyl.  There are different types of imitation leather I have seen on Birkenstocks and this particular type looks very fake.  I am not pleased and will not order Birkenstocks from Amazon again. These were badly misrepresented.  NO WHERE in the description does it say these shoes contain fake leather.  There are too many other dealers out there who ship you what they describe.",Product Authenticity Issue,Product Authenticity Issue
the worst!!! they are knock offs !!!! fake fake fake!!! DO NOT BUY THESE SLIPPERS!!!! FAKES FAKES FAKES!!!! FELL APART AFTER A MONTH!!!!,Product Authenticity Issue,Product Authenticity Issue
FAKE fake FAKE! When I went to order I typed in UGGS Austrailia but these fake things popped up. And I didn't realize until I rec'd them. I could tell right away. The real ones help my feet. These offered NO support at all,Product Authenticity Issue,Product Authenticity Issue
These are fake,Product Authenticity Issue,Product Authenticity Issue
"I received supposedly these UGG slippers for Christmas but didn't. ""THESE ARE KNOCK OFF UGGs!!!!!!!!!!""  DO NOT BUY THESE!!!!!!!  I have an old pair of the real UGG slippers and they are far from the real ones. I also got UGG boots through UGG and the box is way off on the slipper box that the fake ones are in. That's the first sign. As soon as I opened them I knew they are knock off since I have 16 pair of UGG boots. This is the first time I ever got fake UGG anything. Guess what they're going back and Amazon will know!!!!!",Product Authenticity Issue,Product Authenticity Issue
"I believe these are fake.  I don't think this is an actual Isotoner slipper.  I have a pair, and they are so much more comfortable.  The fabric on these are stiff, and the sole is too thick. I wouldn't buy this item if you are looking for the actual Isotoner.",Product Authenticity Issue,Product Authenticity Issue
"Advertised as ""Timex Kids' T79081 My First Timex Easy Reader Pink Leather Strap Watch""FYI it clearly says synthetic leather underneath the strap. The fake leather strap feels like cardboard, it's very stiff like a bangle.Straps aside, the actual clock is nice , and has the blue back light feature. I would recommend getting this with a fabric strap.",Product Authenticity Issue,Product Authenticity Issue
I ordered a deluxe Quidditch robe elsewhere and was convinced I had been sent the economy version. It was made of thin cheap looking fake 'crushed velvet' polyester. I had a heated discussion with a sales assistant who assured me it was the deluxe version despite the fact it looked nothing like the photograph on the packet which looked like a heavy fleece fabric. It carried a Rubie's Costumes label. I returned it and shopped elsewhere hoping for better. This one is slightly better but still looks cheap and is made of thin velvet polyester. This too carries a Rubie's label and is supposed to be deluxe. Have all the felt ones been sold and poorer quality robes been substituted ? It is also rather short and has a badly printed smudged 7 on the back too.I dearly want a felt one for my daughter for Halloween.Any suggestions anyone ?,Product Authenticity Issue,Product Authenticity Issue
"Well the hat unfortunately looks fake, like for halloween and the money it's too much for the hat, i'm really disapointed , i think that i could wear it every day, but this is just halloween hat, like every celebrating plastic hat for birthday party, or something like that :( i'm just sad about it.....",Product Authenticity Issue,Product Authenticity Issue
"I had to return these boots twice. The first time it was because the size I purchased was too small. The second time was because of a defect in the boot. The pull was attached inside at an angle which meant the leather underneath the tab (what the tab is attached to) was sticking out and scratching my calf, also that piece underneath had mesh fabric glued on, the kind you see on underneath fake leather (I'm not saying it was fake, I honestly didn't look too hard). The sole was attached sloppily in obvious layers with unglued pieces sticking out, it looked awful. After the second return I decided to get a refund and drive over and get them at Boot Barn. I looked at the same boots and noticed some pretty obvious and disturbing differences. The boots I got from Amazon had no square Frye patches sewn inside over both pull straps plus the online pull straps were longer. The sole of these boots were not layered like the mail order boots, it has one piece of leather above a thick sole of oil resistant rubber. The quality is outstanding and defect free. Also the Frye logo is in a different spot and angled not straight up and down like the online pair. I checked three pair of boots and they were identical with regard to placement, etc. The harness strap is also longer, it doesn't go around the ankle like the Amazon pair. Instead it falls about 3/4"" above the heel, the new boots weigh much less with much softer, more flexible cowhide. The online also didn't come in a Frye box (not sure this matters since Boot Barn just puts them in one of their store bags, no box at all). I'm not usually a whiner and I don't think I've ever given a one star review, or one this long. But I've been buying Frye's since I was in high school and that's about forty years. I've got five pair now, the oldest is twenty-five, they last forever, I just resole them, clean them up and they're right as rain. So maybe Amazon's are the real thing and it's just coincidence that I just got two lousy pair, or maybe they were the real thing but the price was good because they're seconds, or maybe they're counterfeit. I posted pics of my new ones for comparison.",Product Authenticity Issue,Product Authenticity Issue
"I wanted a fake piercing just to see if I would like the look of a real one without having to risk infections and stuff pertaining to having a hole in the flesh.It's cute but just not realistic due to the wire jutting out of the rose. Which sucks because that's what I was going for.However, I decided to get a real piercing, not because of the look of this product, but because of the look of a tiny metallic golden dot sticker that I took from my little cousin. Wish that I've done that sooner...",Product Authenticity Issue,Product Authenticity Issue
I've been a loyal Levi customer since I was in my teens and this was the first time I've bought online because I knew exactly why I want and I only own Levi jeans.After trying them on the material feels very thin and flimsy and they do not fit like any of my other 513s. This makes me wonder has the quality of Levi jeans taken a hard and fast dive? I highly doubt that because I bought another pair of 513s just 6 months ago at their brick and mortar store in SF.This leads me to believe that they are fake. I haven't had time to take them to a store and have them inspected but these are like no other Levi jeans I've ever owned. I will update based on my findings but overall I am not happy and will not buy from this portal again.,Product Authenticity Issue,Product Authenticity Issue
"I couldn't believe it, it ripped in two different places, I washed it brand new and in regular warm water and used the regular dryer cycle like I wash the rest of the clothes and when I pulled it out I saw it was ripped in two different parts in the front and the back.  It's weird because inside there's the label by Levy Strauss so I know it's not a fake one, but who knows.  I'm going to return them.Hope this helped someone.",Product Authenticity Issue,Product Authenticity Issue
"Poor quality. This is the second pair of these shoes that I have owned. The first pair was absolutely on of the best pair of dress slip-ons that I have ever owned; perfect fit, high quality, long-wearing shoe purchased directly from Dockers. This pair is a sloppy fit and have not worn well. The fake leather upper starting fraying at the edges after a few months, the stitching is awful and the show just has an overall look of low quality. Docker either drastically changed their materials and manufacturing processes or this pair of shoes was a cheap Chinese knock-off. I have replaced them with Clarks Bostonians.",Product Authenticity Issue,Product Authenticity Issue
"Update: I emailed their customer support and they verified that these don't have memory foam.  Their reply was that the wool material is constructed in a way to provide comfort support however, after a few months of relatively light use the wool is so compacted that it feels as hard as the floor and offers no padding at all.I haven't worn slippers since I was a kid and I was surprised at how difficult it was to find a decent pair.  Our poorly insulated apartment was getting colder than usual and Ive been experiencing a lot of discomfort in the heels of my feet the past year so I was looking for a slipper with decent padding (our floors are fake wood and tile) that would keep my feet warm without getting too sweaty.  I tried on numerous slippers at various department stores and discovered that I didn't like any of the cheap under $20 pairs which tend to be all synthetic and have no padding.  I also didn't like the next level up which usually have some sort of memory foam.  Maybe I weigh too much (185 lbs) but as soon as I step on memory foam it feels like it compresses all the way to the floor and starts hurting my feet.  These Tamarac by Slippers International Men's Cody Sheepskin Slippers cost way more than I originally wanted to spend but they use actual leather and wool and feel high quality when you slip them on.  Because they're wool, they keep my feet warm without making them moist.  Its weird because my feet feel like they're getting sweaty but when I take off the slippers they are dry to the touch.  Maybe this is a function of wool?  This is my first pair of wool slippers so I wouldnt know.  The descriptions says they have a memory foam footbed but it must be a very thin layer or an incorrect description.  The padding is less than I wanted, more like a pair of Vans slip-ons, and I cant stand in them for more than an hour but this is true of any shoe I put on these days.  I might have to go orthopedic. Ive accidentally forgotten I had them on when taking out the trash a few times but because they have a regular shoe sole, it was fine.  Aesthetically, I like that they don't look like moccasins, loafers or Crocs.  I really like them and would give four stars if they had real padding in the footbed.",Product Authenticity Issue,Product Authenticity Issue
Looks very fake. It's not a good leather. It's not as nice as it looks on your site. I feel bad that I can't even use it.,Product Authenticity Issue,Product Authenticity Issue
Bought size 11 (made in Vietnam) and size 12 (made in China). Side by side comparison shows size 12 was obvious knock off. Buyers beware of fake products!,Product Authenticity Issue,Product Authenticity Issue
"I bought the beige suede ones as a gift.  What a rip off!  The tag inside reads: ""made in china, textile lining, suede upper, rubber sole"" Either these are fake (although they did have  all the requisite UGG labels, the certificate of authenticity card and square inside, and were packaged in an Ugg box, wrapped in Ugg stamped tissue paper), or Uggs has lowered their standard and are now cheating the public by providing cheap ""made in china goods"" while sailing on their old reputation - totally unacceptable, especially at this price point.The leather ones seem to be real shearling and the tag inside confirms it: ""made in Vietnam, genuine shearling"".So it's hit or miss. Good luck to all!",Product Authenticity Issue,Product Authenticity Issue
I wasn't expecting much.  Basically wanted a watch that didn't have the fake leather strap that disintegrates is a few months.the problem with this watch is the strap.  It is ultra-thin and flimsy.  This makes it difficult to put on.  I had to develop a whole new level of dexterity to get the thing on.  Each a chore each time.,Product Authenticity Issue,Product Authenticity Issue
FAKE!!!!! Don't buy....fake box fake boots...what a disappointment.,Product Authenticity Issue,Product Authenticity Issue
Shoes are fake DO NOT PURCHASE. I returned them immediately after receiving it and I'm waiting for a refund. Wish I could give it a negative 1.!,Product Authenticity Issue,Product Authenticity Issue
"These are not Uggs. Fur quality, stitching, and sole material are all poor compared to a genuine Ugg slipper. Also, the slippers weigh much different, the fake ugg being much lighter.I have posted images of this fake ugg next to the real brand (Fake images on left). Feeling the fur and sole clearly gives it away. However, the packaging is identical. The suede on the real ugg also feels so much better.This product is advertised as the true ugg brand even charging a similar price as the retail store.",Product Authenticity Issue,Product Authenticity Issue
"I would give these negative stars, if I could and when I get a chance I am going to email both Amazon and the company that sold these to me.  I don't think I will be able to get a refund because I bought them a year ago to replace an another pair of Ugg's.  I kept wearing my old pair, and every time I put these on I would think, ""Gee, they are not nearly as comfortable.""Finally, I really looked at them, and it turns out they are FAKE.  There is no decal from UGG, they run small, and it's fake fur not sheepskin.  I would say that for fakes they are a pretty good replica, but so annoying.  I love Amazon, but no more shoes from them.  Lesson learned, and the sad part is, it's not like I saved a lot of money.",Product Authenticity Issue,Product Authenticity Issue
"I have owned UGG boots previously and my recent order appeared fake. UUG on the official website say classic boots are made with twinfaced sheepskin. With that said, the boots I received the inner wool, if I can call it that, easily pulled away from leather. Also, inner wool looked like fake fur with a sheen to it. The outer leather seemed rough and hard to the touch, not smooth and soft like my previously owned boots. I'm returning boots. I'll post later if I have any problem with return. Very disappointing considering the the high ratings other buyers posted.",Product Authenticity Issue,Product Authenticity Issue
fake knock offs - do not order!!!,Product Authenticity Issue,Product Authenticity Issue
I truly believe that these are fake i just got them n they are all bended already n the wool inside is thin. I think I've been played.,Product Authenticity Issue,Product Authenticity Issue
This for sure needs to be shown at different angles. Sound was very muffled and fake as was the scream.,Product Authenticity Issue,Product Authenticity Issue
The pair of Uggs I was sent from What's Hot were fake Uggs.  Luckily I had read the reviews by others who had received fake Uggs and knew to check for the marks/signs that let you know whether the boots are authentic Uggs or not.  Very disappointed and frustrated.,Product Authenticity Issue,Product Authenticity Issue
"FAKE FAKE FAKE!!! No uggpure wool inside, instead thin synthetic. Also made in Vietnam, and should say Made in China. Check authenticity. These are FAKE!!! Shame on you Amazon for allowing fakes!",Product Authenticity Issue,Product Authenticity Issue
They are very warm but I found out they are fake after I worn them very disappointed .!!!,Product Authenticity Issue,Product Authenticity Issue
These boots are a knock off!!! They are not stamped made in England but China!! Also they are not stamped on the outside of the boots. I grew up in the UK and I can tell you they are fake!! Will be calling customer service...,Product Authenticity Issue,Product Authenticity Issue
"I have purchased this specific brand and style of shoe in the recent past....and the shoes I received are not at all what I remembered. The shoes I received looked and felt like a cheap, poorly constructed ""knock off"" of the Propet shoe. This were too small (odd, since size 8 always fits for this brand) and they were  uncomfortable. Propet sneakers usually feel like walking on air- these did not. I was very disappointed. Either Propert has completely redesigned the shoe and is cutting costs by using cheaper materials- or the shoes I received were fakes. Either way, I had to return these right away.",Product Authenticity Issue,Product Authenticity Issue
"I received the time turner today. I bought it because I needed to go back to May 18. I had royally screwed up, I won't go into details. But this was Sure to help. Well guess what, I am so mad, this necklace is crap. It doesn't work!! I cannot go back in time. This is stupid. RIP OFF. No one buy this fake necklace.",Product Authenticity Issue,Product Authenticity Issue
"I've been buying these Propet Scandia Walker men's shoes for years, so I have a lot of experience with this shoe.  I always buy 10 1/2 XE (US 3 E) and they have always been GREAT, until I bought these 2 pair from Elite Hero.  I always bought them before from a major US retailer, but they didn't have them anymore.  The difference was astonishing.  They were very TIGHT, and the materials looked inferior (but not enough that I can initially cry foul, the proof should come with wearing).  Also the leather upper is VERY hard on these now.  Elite Hero has assured me that Propet has told them that Propet had not lowered the quality of the shoes (one of my first concerns along with were they knock-offs i.e. fakes).  I have contacted Propet 3 times, but have not received a reply yet.  Another question that I have, is since they are China made and other Companies have complained of Chinese manufacturing NOT putting in the specified materials, could there be a manufacturer issue.  Specifically has the manufacturer, without Propet knowledge or approval, changed the materials or shorted the materials (e.g. smaller than specified shoe size) to save on cost and improve profit?  The leather upper is now VERY hard, the sole appears to be of similar material as before, but inferior.  And there's the tight fit.",Product Authenticity Issue,Product Authenticity Issue
"This product was a disappointment for me because it looks obviously fake and you can obviously see that it is plastic.  The arrows are not even long enough, the tips are made of a flimsy foam, and the ends of the arrows are not notched so you can't even pretend to hook them on to the string of the bow ---  so in short, it is not realistic in any way but ok if you are desperate enough to use as a bad prop for Halloween.  I wish these companies would make better items for fans of LOTR!  However, I did receive this item quickly from the Costume Hub, thru Amazon, and it was well packaged, so I have no complaints with them!",Product Authenticity Issue,Product Authenticity Issue
"No, the quality is so poor, I even bet that if I bought a fake it would be better than what I have received. What a waste of money!",Product Authenticity Issue,Product Authenticity Issue
"Poor quality ,I think it is a fake adiddas Product",Product Authenticity Issue,Product Authenticity Issue
This watch is a piece of crap.  It is a fake.  It looks really nice online but there are several things about the watch that are not true to Invicta including the shape of the side dials.  Don't waste your money.  Ours arrived and didn't even work.  Packaging is Invicta and whoever made the watch tried hard to make it authentic but don't be fooled.  My fossil watch is 100 times better.,Product Authenticity Issue,Product Authenticity Issue
