reviewText,encoded_topic
2 sizes to big and different style then the picture. Very disappointed,1
I asked for all white and received off white .box said natural I checked white..this looks more like a tan,1
"The product image you see of the ""Party Mustache"" board with 6 different mustaches repeated is NOT what you receive. Instead it's 3 mustaches that look nothing like any of those pictured. They have super cheap adhesive and shed. You can get a better fake mustache as a prize at an arcade.",0
They too large in the bottom .. the weist is perfect .,1
Color is much darker than represented in product description on Amazon,1
"I bought this shirt online. I really doubt if it's kenneth Cole or a fake.the stitching is awful, fit is terrible and the collar stitches got separated after one wash.big waste of money.",0
These are not real 501's! They are thin and the tag on the back looks very wrinkled. The tag looks as if it was washed and the corners are curled up. Returning both fake pair,0
"Nice style and fit. My son likes the jacket. But your listing says twice that it is made of leather, and it is clearly NOT. It is fraud--or at least bait and switch--to misrepresent an item in this way. Then, the tag inside gives washing instructions that I cannot believe because it says that the jacket is 100% COTTON.",1
Handle with care - you leave little bristles everywhere!,1
"Really disappointed about the size, i chose the one size that should have fit me and it didnt, i wasted money on this one...",1
Won't order again! Was charged a restocking fee of $15.99 with my return.,0
Size was in UK,1
"Beware of the sizing chart!  I have never found a 10.5 (sz 44) shoe that is too SHORT on my foot.  These shoes don't fit.  It's going to cost me $10 to return, and the seller doesn't even have the next size up in stock.  On the bright side, the shoes SEEM very comfortable.  I'm just very disappointed in the product description, the seller's stock and the return policy.  Basically, I wasted two weeks and ten dollars and I've got nothing to show for it except this negative review.",1
"Wearing these sneakers was quite damaging to my left foot. After walking in them for a few hours, experienced significant pain in left calf and then in left Achilles tendon. I didn't wear them again, but subsequently, walking was painful in any other shoes for over a week due to the damage that had been done. The left sneaker is not normal - there is an area that protrudes slightly, but abnormally, where the ball of the foot makes contact. I've worn shopping mall purchased Chuck Taylors for MANY years and find them very comfortable. In fact, I currently have a pair purchased in such a store and they can be worn ALL DAY w/o any problem whatsoever.I would strongly recommend not purchasing these sneakers.Hoping to save other potential buyers a painful experience.",1
They weren't what I expected. To Fake,0
The product ripped in two places with me just putting them on. I also thought I was getting multiple pairs but there was only one pair. That party could be my error,1
"I bought this for my mom as a gift. It was originally an ok looking bracelet, although the pearls were quite fake-looking. It broke the second time she wore it. I would not reccomend.",0
I have several pair of these Levis 590 jeans that I purchased at Kohls. Those jeans fit nicely and the material is thick nice quality. These from Amazon are thin material and the stitching us cheap. They also fit completely different. The little Levis tag on the pocket and on the inside is also just red without the company name. I haven't seen this with jeans purchased in stores. These definitely seem like a fake.,0
If you don't care what your kid looks like for Halloween then this costume is for you. First of all the material is uncomfortable and if they wear clothes underneath you can see all the creases because the material is so thin. This costume has no shape to it and it makes them look like cheap pajamas.,1
Not even close to the mask shown,1
"Horrible broom. Was breaking apart right out of the box.  I can be 100% sure this broom will not even make it through one night of Trick or Treating for my daughter.  If she lets it drag on the sidewalk at all, there goes the horrible dried out straw that they used to make this horrible ""so-called"" witch broom.  Please save your money and buy a different costume broom. You will be disappointed as much as I was if you decide to buy this. Hope this helps out.",1
too small,1
"For the price, it was not worth it. It also didn't give a description of the size and what it was made out of.",1
"I am soooo mad. I was excited to try them on and grabbed the first one my hand touched. Sooo as I'm about to try the next one, i realized that both are Right Foot Shoes  like what the hell. The sizing ran large (as i know converse do) so i sized down and they still are bigg. Omggg I'm pissed. I'd give it zero stars if i could.",1
These are fake birkenstocks,0
 the set arriv without helmet .,0
"The seam came so far down past the panty line as to cause thighs to chafe. Hosiery material feels more like the netting of a screen door than a silky nylon. Only wore once, won't wear (or purchase) again.",1
"After trying this on, I'm wondering what bra everyone else got that posted a review. It's comfortable and supportive, but it ran at least a full cup size small. And the shape - so much torpedo. My chest was so pointy it looked sharp. I'm sending it back before I hurt someone.",1
somewhat disappointed with the quality. The shoe is not leather.,1
"Cute, but the bristles fell off before it even made it to trick or treat.",1
Wayyyy to big,1
Terrible information regarding sizing on picture! The first 2 didn't fit - trying one more time to get the right size. :-(,1
"Poor - very Bad quality. I cant believe my 7 year old can actually ""hate"" a jacket (he LOVES clothes)... Whatever this material is - it is anything but leather.",1
 no problem deliveri .the actual clog heavi step battl keep shoe .after wear short time leg feet began hurt !,0
It might have been ok.... even though it does look and feel kind of fake.... but it was WAY too huge O_O,0
 Delivery prompt description horrible .Item delivery 1 month .,0
 I bought jean product description said adjustable waistband .They ! !I happy .,1
Nice quality but always cut small.,1
They don't even deserve one star....in fact I should sue the company and im not lying. I don't know where the company for these crocs but they are fake. I slipped and fell at work all because these shoes were not slip resistant as promised. Do not buy these. At least not from Amazon! I even took them to the crocs store and the employee pointed quite a few things that were fake on them in addition to the fact that they are not slip resistant! Im so outraged amazon would sell these type of shoes and lie about them. Thanks alot!(sarcasm),0
"I immediately returned this item because it was fake, Made in China.",0
"I consider myself to be a loyal Ryka customer, not anymore after these.  These supposed ""cross-trainer"" sneakers DO NOT have cushion support or arch support. I felt like I was running barefoot. The product description is totally misleading.  I have been doing aerobics, step classes, cross training, and play volleyball for over 10 years and these shoes do not live up to the description.  I weigh 143lbs and 5'4 I was doing my usual run on the treadmill and had to stop 12 minutes into my run because my feet were hurting on the soles, toe, and arch.  Later that night I had to soak my feet and rub the pain.  A few months ago I bought the Ryka Cross trainer Enhance and had returned those right away too; they had the same problem not enough cushion support.  I wonder who tested these shoes out for Ryka an anorexic petite person.I bought a pair of Rykas about 5 years ago (my 2nd pair at the time) and still have those sneakers and when I compare them to my recent purchase these are inferior to the one I bought 5 years ago, the poor quality is ridiculous. I don't mind paying more money for a good sneaker, this is not. The quality of their sneakers has gone down the toilet.  If I could give it zero stars I would.  Don't waste your time or money on these sneakers.  I wouldn't doubt the 5 star positive reviews on the site are from people who work for Ryka.  There is no way that you could do running, step classes and especially jumping with these sneakers, you will be sorely sorry.  These sneakers SUCK!!  The company needs to reevaluate their design and quality after they do that I may consider coming back to being a loyal customer, otherwise don't waste my time with crappy sneakers.",1
Runs small but liked it at first until the second time it was worn the Superman emblem peeled off. Could even understand if it were washed but wasn't.,1
"The picture is completely misleading. The Bracelet looks nice and everything, but the cross they showed in the pictures is not included. The  nice box and book they show you in the picture is not included. All they send you is the bracelet in a plastic bag. a white complicated box to assemble (which I can updload pictures) and a wrap paper. Shipment was good, arrived on time but the product description compared to the picture is completely misleading.",1
"The only reason I (along with many other customers) purchased this product was for the ""magnification"", as displayed in the item description. In reality, these novelty glasses LITERALLY DO NOT provide any magnification whatsoever. The glass is literally just flat plastic. It is absolutely disingenuous to refer to any ""lenses"" whatsoever in the product description. there are no true lenses featured with this product.Aside from the obvious complaint, it should also be noted they are Child-Sized, made from very warped and cheap plastic, and the ""lenses"" continuously fall out of the frames. While only $8, these novelty glasses don't even function as novelty glasses.",1
" i order , wait , open disbelief , modifi disbelief small , , dimens note product descript .ok .paid $ 7.25 return .what 's wrong pictur ?",1
" amazon 's ad post word 'cotton ' descript , thing 100 % nylon .... feel horribl .... like littl girl dress use .. ugh .. return .",1
 Color much darker represented product description Amazon,1
"I am not really that impressed with this bra.  I do like that it has a thin foam lining, but the lining DOES NOT STRETCH as the product description says it does.  Therefore, it does not conform to your curves & will cause spill-over depending on how well the cups fit.  Another thing is that the straps do slip (in length & off your shoulders) & as other reviewers mentioned, they are almost too long & have to be adjusted to the shortest length.  They also have to be adjusted everytime you put the bra on because after washing they will probably not be where you left them.",1
"The product I bought was not authentic. I thought since I was buying from Zappos, a reputable company and was paying $120, which is well over the retail price, I would be getting the real deal, but I was mistaken. I first noticed that the fluffy wool inside the soles was falling out in large quantities. Upon further inspection, I realized it was not wool at all. The label on the top of the slipper was also not authentic. I am extremely disappointed, I have bought several pair of these slippers as gifts and I'm now going around trying to find out if they are fake as well. After everything, I was told that I have to pay to return these slippers! I pay $100 a year for Amazon Prime and this is just ridiculous!",0
I don't like a color.,1
"So disappointed! I ordered this from the same seller a year ago and received original an Havaianas. This time Im quite sure it is a fake, the sizing and material is different. Will definitely return",0
"It is probably my own misreading of the product description, but I had expected pants made of a stronger, heavier product.  Therefore I wasn't pleased with the result.",1
"These are fake, I am returning them.",0
"I got these in and they looked like fake jewelry.  I wish I had chosen else, a lesson learned for future purchases.",0
 i also bought product clean silver describ product descript amazon n't work silver .,1
I am completely disappointed. The color shown is not what I received now I have to send them back and hope I receive the right pair in time for an important event in attending. ,0
I bought these bras based on the feed back that I saw. Unfortunately I can't say the same thing. I wore this bra one time and the underwire bent on both sides between my breasts.,1
Color was fine.  The fit wasn't right for me.  I bought the wrong size.,1
"The jacket was listed as ""Marmot Minimalist Jacket"" & the product description that followed when I clicked on it described it as such also.  It seemed to be an amazing price fot the coat (about 25% the regular price), so I went for it.  Not till the I ordered it, did it appear that is was in fact the ""Marmot Precip Jacket"".  Now as I write my review, it says I'm reviewing the ""Marmot Precip Jacket"", but if I search for ""Marmot Minimalist Jacket"", this exact jacket that I ordered pops up.  It was still a good price for the coat, so I am keeping it, but it is & was falsely advertised.",1
"This was purchased for my three year-old's Halloween costume.  I had read that it was made of cheap plastic, but that doesn't do it's crappiness justice.  It is extremely thin, rigid plastic that tears and marks if slightly bent.  It is only the front of the clock, there is absolutely no backing at all, just an open crevice.  I didn't expect working hands, but I did expect a back.  The whole product cost pennies to make and I paid [...] plus shipping.  It just isn't worth that much.",1
"The product description of these shoes states twice that the uppers are leather, whereas the on receiving them we discover that the shoes themselves are marked as man made materials. The description is misleading and dishonest. Much better is expected of Amazon. We would have returned the shoes except from Australia it's a bit of a hassle, and my wife says she'll get some casual wear out of them. Disappointing though.",1
"Sizes run very large, was gift and was too large, size conversion from men to women are completely off, be carefull  ho for 1/2 size smsller for women",1
Wrong Size,1
" Comparing Hanes Control Top Silky Sheer Pantyhose sold Walmart , great disappointing .I could find bit darker color store , took chance ordered barely black Amazon fit tight even one size bigger , sheer barely black look picture .It go back ! !!",1
" order two item amazon , deliv wrong date even item i order !amazon take absolut respons hide behind item order 'third parti seller ' amazon refus pick incorrect item arrang refund .absolut joke compani never use",0
They didn't even last 4 months before the heels busted out. They were my first pair of converse and I'll never buy another pair!,1
"The metal on the side of the shoes came off after 2 times  (the ones that look like shoe strig holes) For $50 it shouldn'tdnt have done that. Won""t buy again.",1
 sadly delivered promised,0
"color matched okay, but these tights are incredibly thin and easily ripped. They ripped the first time putting them on.",1
"Costume not as pictured - poor quality, overpriced, size information deceiving - my 2 year old ""string bean"" could not fit into size 4 !- had to break his heart and return to the seller. Did not get my money back nor hear from anybody since over 1 month of returning the costume - will NEVER buy from this seller again!",1
 An ok shoe temporary wear look really nice box slightly damaged mailed,0
" i order hane natur colour look ok , size good arriv time.th qualiti bad item receiv damag , it tare tigh area cloth thread miss good product .i wast money .it bad.i strongli suggest buy , product qualiti .",0
I have flat feet.  I had to exchange them which was no problem with Amazon.  The arch was so extreme they felt like standing on baseballs. ,1
" My complaint Minnetonka Moccasin company : On web site , Minnetonka describes entire category sheepskin slipper `` genuine sheepskin , '' according tag inside , particular slipper made leather upper `` balance man made material , '' actual sheepskin.I nothing bad say seller ; I received order promptly , slipper look nice well constructed , look like pulled product description manufacturer 's web site.Finally , anyone else frustrated search country origin info , made Dominican Republic .",1
"Buxton used to be a quality product. After careful comparison shopping I went with a known brand. I do not over stuff a wallet with coins and papers, and it was carried in a handbag. After 6 months, both of the  sides of the coin section  fell apart off the metal frame. The front closure snap fell out. The wallet remained stiff and hard, I don't  think it would have ever broken in and softened up like the old Buxtons  that lasted for YEARS. Do not purchase it if you actually want a wallet that is durable.",1
 seem fine .gift 6 year old want wish granter christma .arriv bottom broken deliveri .,0
 wrong item i got wonder woman adult costum child 's superman cistum .,0
Bristles at the top incredible bare. Wish I had read more of the reviews for this product before purchasing b/c there are no returns. If i put all 3 of the ones I purchased together they look like one broom.,0
" I ordered item high expectation , review seller , product good .When I received product I expecting brand name slipper .No .I received slipper label .The product description say sole rubber , sole compressed foam , otherwise extremely cheap !I would n't suggest wearing slipper anyone !It fit expected , comfortable , cheap , anything like description .",1
 slow deliveri .shoe littl small .i would suggest order half size .leather almost look littl fake .not fulli sure real thing .,0
 chang descript item ! i read review purchas hat look includ goggl seamlessli design.pleas explicitli state product descript `` goggl not includ '',1
"I own a Seirus balaclava that I bought on Amazon for running in cold weather. Its very form-fitting, but a tad large. I read the reviews and description of the Howler Multi Tasker Pro, both on Amazon and the Chaos website, and thought Id found a winner. I was wrong.When I received it and tried it on, I found that the fit is terrible. Each side of the balaclava bunches near the top, giving a horn-like appearance (think Batman or Count Chocula, but not quite as pointy).I emailed Chaos customer service, and received this response: ""It is caused by the fabric and sewing seems - however, not much can be done to avoid it. It's a tough fitting style, not much forgiveness to it.""I responded that Im disappointed and even pointed out that the description on the Chaos website reads, ""3D form fitting flat panel construction with integrated side gussets help improve fit, form and comfort.""That email went unanswered.I now have a balaclava that I will rarely (if ever) wear, because I don't want to run with a product that makes it look like I have horns. Furthermore, if Chaos knows that its a tough-fitting style with not much forgiveness, why would the company not change the design? And why describe it as a design that helps improve fit, form and comfort. Last, when I emailed back, pointing out the misleading product description, I at least expected a follow-up.",1
"I wore Birkenstock Birko-Flor sandals for years. They were always attractive, comfortable and made entirely from man-made products (I avoid leather). My last pair fell apart a few years ago and I hadn't had the funds to replace them. I ordered these after reading the product description, paid a good sum of money for them and for the shipping, waited while they made their slow trip from Germany, and then when they arrived, I discovered the soles were leather. To add insult to injury, I had to pay the expensive postage to return them to Germany. All in all a most disagreeable experience.",1
"Cheap cheap, not the real thing, prob could have made one myself if I knew this would be a fake slim clip. Don't buy. Garbage",0
" my husband bought pleas size describ realli fit .they n't fit well ran much small .not comfort .return bought someth elsewher .if like birkenstock shoe figur size , probabl ok. not newbi brand .better tri person first tri work detail size fit .",1
"I transferred my contents to this wallet/purse and the first snap closure tore from the material before I could even carry it.  So I wasted my time and money purchasing this product.  I might return it if it does not cost a lot.  Once again I should have remembered, ""you get what you pay for""!  If it is cheap in price, it is usually built cheap.",1
"These appear to be faux Ecco shoes. Ive had several pairs of this particular style. These are so uncomfortable that they are going back. I took these to the Ecco store here in Orlando to compare, which convinced me that they were fake. Though a very realistic looking fake.",0
 I always wore Levi 's growing ...Unfortunately jean run bit big ... shipping slow .I 'm hopeful I shrink jean fit .,0
I bought this for my mom I was excited but when it arrived it looked cheap and fake I was like whats this I could've bought this at a 99 cents store . And the screen is cheap plastic,0
"the shoes are fine, but I wondered why my daughter was not wearing them so much - I came to discover that the logo on the side of the show is all smeared - like the ink was messed up.  This product should have been marked as irregular - I did not buy them knowing that the logo was not correct and unfortunately I did not notice until it was pointed out to me. Fake Shoes",0
"When the description said ""Leather"" I assumed it was all leather both inside and out but it is not. I should have known  by the price that this wallet would not be all leather- only the exterior is leather. I would return it but the style is what I was looking for and this one was the only one that met 70% of my needs.  It was inexpensive so I will keep looking but I know now that I will have to spend a lot more to get a totally leather wallet.",1
"Do not buy these shoes.  I knew as soon as I touched them they were plastic and not leather.  Upon further review, the trademark is wrong and the soles are wrong as well.  I paid full price for these and am so disappointed in Amazon for allowing this seller to market fake goods.  I know Jack Rogers and I compared them to my other pairs of shoes.  Totally fake and will totally be sending them back.",0
" thi warn product descript .allow custom make inform decis purchas , rather unawar danger item arriv .when costum beard arriv , i get readi tri read chemic use known caus cancer , birth defect , reproduct harm .serious .",1
Horrible product for the price. Very cheap!!!,1
"These didn't hold up to an 8 hour day at work. Ripped a hole in the panty part of the hose when pulling them up resulting in a run down to the knee. For someone who has to wear pantyhose for work, these are not worth the money.",1
I had to reorder these because the first set had pulls in nylon when I went to put them on the first time.  Same thing with the replacements.  Will not order from them again.  At least they didn't charge for the replacements.,1
" This morning I opened three NEW package stocking I found pair n't hole .We put man moon ca n't make stocking durability .I wish I comfortable without I hate look pasty white leg nice suit .Since fit best I tried , I probably continue purchase suck .",0
These are not Van's.  They fell apart way too soon.  Must be fakes.,0
terrible. immediately fell apart when i tried to shake off the loose dried pieces.,1
" the order arriv within 2 day promis , miss cross-strap stabil .the product descript say one suppos includ .now i must return anoth one .veri frustrat .i n't know would made differ i order directli timbuk2 , product ultim packag source.upd : i sent first bag back amazon promptli sent replac bag .howev replac bag also miss cross-strap .again , product descript amazon say suppos includ .i contact amazon use chat function told i return second bag full refund , initi investig see go .intoler .i guess i order directli timbuk2 like i doneher chat : me : i question regard miss item timbuk2 messeng bag i received.hello ? kisha : hello name kisha .i sorri troubl .may i name account ? me -- -- -- -- -- -- -kisha : thank .go ahead question pleasem : the first bag i order amazon miss cross-strap .the product descript site say includ .i sent product back replac .but replac bag i receiv today also miss cross-strap .is everi bag i order guy go defect ?how i get cross-strap ? kisha : i 'm sorri troubl order .i return item full refund investig start pull websitem : alright .i go procedur send back , time full refund .then i 'll order directli timbuk2 like i done first place.kisha : in realli sorri inconveni .is anyth els ? me : nokisha : thank contact amazon.com chat support wonder day [ ye i certainli ( censor ) wonder day ! ]",1
I have size 11.5 feet.  The product description says it fit feet 6-12 in size.These socks are so tiny I do not see how they would fit a size 8 or 9 foot.I ripped the heel putting on the first pair.,1
"Based on the on-line description, I believed I was purchasing shoe size 9EE.  Merely because of a Velcro closure strap, the shoe seller considers a Medium width shoe sole to be a wide shoe?  If I were buying these shoes in a retail storefront, I would see the clear markings of 9M with my eyes. By buying these shoes sight unseen - anything goes?  If you think you are buying 9EE slippers, then stop, put away your credit card, and go elsewhere.  Allow me to save you the time and aggravation of receiving the box and then returning the box when you realize you have been deceived.* Here is what the product description said  -->>  Men's WIDE adjustable strap bootee* Here is what the online sizing drop-down said  -->>  9-2E-US* Here is what the packing slip said  -->>  9W* Here is what the shoe box said  -->>  9M  &  9 adjustable (wide)!!!* Here is what the marking on the shoe said  -->>  9M  on the sole  9M  on the inside",1
" My daughter wanted white Converse hi-tops .These described White unbleached white , basically pale yellow .Not daughter wanted .We send back try different seller .Hopefully , new pair correct white .I seller misleading people color description .",1
" Even though costume look decent front , large zipper back cover entire length costume .need buddy , wife girlfriend zip ca n't length zipper.Besides fact amazon changed original delivery date halloween ruined halloween plan I ended staying home , zipper arrived defective pouch .How could brand near item arrive defective ? , thats another story .There many flaw design make wonder designer trying get back boss purposely putting defective item.Also n't broad shoulder super small waist , n't waste time money ordering this.A note designer want modify costume:1 ) make length longer least 3 inches2 ) get rid zipper men ( ... Bob zip ? ? ?ridiculous ! ! !) 3 ) make fit average man , someone broad shoulder 6- pack stomach",0
" I looking larger catch bag meet expectation many levels1 .The shape , placement zipper , interior clip let change shape awkward functional use .I dump purse wherever land .The zipper purse completely close top purse .So content secure.2 .Not large I hoping .Probably read product description closer .One reviewer mentioned putting change clothes bag .I see putting pair jean almost nothing else.3 .Just quality I hoping .But $ 20 made nice hand boyfriend daughter .",1
 Recived smashed item happy product .Please fix,0
It's fake thank god I only spent 15 on it. Other words don't buy it,0
" This watch receiving single star disappointing size .You would think would suitable dimension , ( hence title `` Men 's Watch '' ) I assure look like child 's watch man 's wrist ( I wanted I would ordered Disney watch ) .Furthermore , reassessing product description , list watch woman 's department ...Thanks Whoever",1
after i got it and put my laptop and a few other things in the piece of leather that holds the strap ring broke then the other side did too. this product is not 100% leather it has fake leather trim and other pieces,0
 Colors strong vivid shown pictures.Fabric sewing quality relatively poor .,1
"If these were the actual size I ordered they should have been almost falling off me.  As it was, I couldn't get them over my rump.  They felt like they were a petite size small.",1
Broke after 1 month of use. Looks like I received the fake one.,0
"These were fake, the arch support was not there, which is one of the characteristic of them being fake. i loved the decor. but i'm sad that they weren't authentic! wahh! DO NOT BUY",0
very stiff leather and some stitching is coming loose already.,1
"I have been purchasing this same type of boot  for the last 15 years, they were the best work boots until this last pair I purchased, these boots are not the same quality as I purchased previously.  The leather is poor quality, does not fit like they use to and they are much larger. The shoestrings are way to short,  I barely could tie the strings. I will be sending them back this week.",1
"What I received looked totally different from the picture. It was gold and had flowers on it, not real sure why. Not very happy about it.",1
" This gift grandson , made really atttractive helmet , included product description .It n't delivered suit .This unethical Amazon need enquire happened .",1
These didn't fit like my wife's usual Legg's brand and ran the first time she wore the first two pairs she tried on.  The Seller was great - - the product was horrible!,1
Cheap fabricHead piece is cheesyPoor quality overall,1
Way to large. Needed 2 sizes smaller and then preferred the hi-kini style,1
The shoes have an odd fit that I've never encountered before. The heel part of the shoe is really big with a tremendous amount of play in that area so I am going have to return them.,1
"All fake from A-Z. Not even the right model written inside, missing rb on lense, red case,brown ray ban logo on cloth. Biggest dissapointment BEWARE",0
These ripped all up both legs not one hour into wearing them.It's amazing that the strenuous physical activity of an office job can annihilate these so quickly.I'd give these zero stars if I could for being a huge waste of money.,1
 the `` bare there '' color renam `` bare orang '' .,1
"Do no buy this item from Luxeblue Trading, please be careful when purchasing items from companies who are shipping from China, that's your first sign of a fake.  I purchased this item as a ""Dreamgirl"" lingerie and it was not labeled as such, I've purchased other Dreamgirl lingerie in the past and the difference in the quality is like night and day, not only that but it was missing the tag Dreamgirl usually sews on, the material was very low quality, itchy and strings were sticking out from the hem.Bad quality for sure!",0
"As of yet I've not gotten it to work.  I will try and have a new battery put in as soon as I can.  I really like the looks of the watch, but I do need it to work!",1
"I am giving one star, not for the product but for the product page. I have been wearing Lee Regular Fit Straight Leg Jeans for most of my life. I ordered one pair in the pepper prewash color which were fine (100% cotton). I made subsequent orders in other colors but what I received was a stretch fabric of cotton and spandex. No distinction is made in the product description making this product page misleading and ordering frustrating. When ordering this item you have no idea what material item is made of until it arrives at your door.",1
"My Merrell Mocs used to last 13 months;I wore them every day, walk 2 miles + / day, now the soles barely last 6 months.These merrell soles have dropped in quality A LOT.  I've bought Merrell mocs **every year** for the last 10 years - no more.Note these shoes **are** the ""oval nubbed"" ones that the most popular review refers to, so it isn't that problem.",1
The sides of the shoes started falling off after 2 weeks.,1
not comfortable at all,1
" The material appears nice .It several inch long 5 ' 6 person .Most importantly , match product description .The description say `` metal fastening clasp . ''This true .It cheap velcro frog clasp come apart slightest movement .Because , I returning .",1
" When ordered , I ordered based photo shown.a simple black shoe .What I received black shoe multi color toe .I screen shot one I thought I getting .Definitely I received .Returning asap .",1
My son was excited to get these. However the strap broke after wearing it for less then 5 minutes.,1
Cheap material zipper came off just in one.  Not happy with purchase,1
"Based on previous reviews, I went up 1/2 size and these fit perfectly.  My complaint is that the product description states 100% synthetic for the particular model/color I purchased.  Unfortunately, this is NOT accurate - the shoes are leather (suede) and nylon.  I do not wear leather and am very disappointed I have to return these due to an inaccurate description!",1
"I have been buying Hanes Silk Reflections Reinforced Toe Knee Highs for many years.  They are my favorite brand; they hold up well, fit well and seem to last quite a while.  I usually buy them in department stores such as Macy's but I bought two sets of these knee highs when I saw them on Amazon. Today I wore my first pair and was very disappointed.  The reinforced toe area does not completely cover my toes....my small toe is totally uncovered and the overall part of the reinforced area is very small.",1
Ripped within 4 hours of wearing.,1
"Ordered as a gift to a friend, was very disappointed, the holiday was spoiled.Ordered this product and expected quality from alvin Klein, but came with a product with obvious skin defect, so also the inscription Kelvin Klein is very badly made. The first impression of the product is that it's a fake, terrible quality.",0
"Very cheap, thin plastic. It's like something I would find at the dollar store . Wish I would have thought to look there before ordering this!",1
The actual product is not like the picture.  Very disappointed!,1
"I bought this for Halloween as a joke for work.  I didn't wear the hat because it fits like a bonnet and 8 hours of that would've driven me crazy.  The udders hang pretty low, almost uncomfortably so.  The back of the right shoulder was torn ever-so-slightly as soon as I removed it from the package, and through the day the left side tore in the same place.It's a Halloween costume, and it got the job done, but knowing what I know now I probably wouldn't buy another one.",1
"Package contained the right size but not the right color. I ordered Fantasy Black and package states Fantasy Black, but received Off Black in the package.  Not happy.",1
"Well built, but the claim of one size fits almost all is misleading. I am 5'9"" and they are way too small for me even when adjusted to their max length.",1
The brush handle broke off at the third use.  I would never buy anything from these guys again.,1
"the navy band around the waist is embroidered with a pretty flower design, but the embroidery is completely crooked.",1
1. It's uncomfortable2. The size is a bit smaller than my original size3. it's fake4. Wish I purchased it from the original supplier site (not a big difference from the original price),0
"Goodness, I'm a tall lady and got the size GH hoping it would fit. It says it should fit someone 210 but I'm not sure how someone heavier than me could fit into these. They sort of fit after I took them off and stretched them by hand. Material is free of runs at least.",1
"Optics Planet sent me a fake pair of RayBan Aviators. The case material seem very cheap and did not resemble leather, the temple pads were misaligned, and the iconic RB etching was very cheaply etched. I have spent 140 dollars on a fake pair of raybans where I could have got authentic ones from another more reputable store.",0
Colors are not as strong and vivid is shown in the pictures.Fabric and sewing quality are relatively poor.,1
Not at all what I expected. There is no support at all. I am very athletic and walk alot.  Will not purchase again.,1
"fake shoes, DON'T buy them... and not only that but i received them with marks all over the shoes, like they have been worn",0
" in begin watch work great , sadli week daili wear watch disappoint .all button stick stay stuck randomli pop back .the part face watch rotat fell one day i lightli bump arm .the product descript say militari watch i would asham give anyon militari watch .",1
"First, the color was far darker than I was expecting for something that is supposed to be ""Barely There"". Also, though I ordered the suggested size of C/D (I am 5'4"" and approximately 140lbs) I could not pull the stockings up over my thighs (and do not consider myself to have disproportionate thighs). However, I felt the quality of the stockings in and of themselves to be quite good and know that, had they fit and been of the correct color, I would have been very pleased to wear them. Unfortunately, I had to ask for a refund/return.",1
"For the price I paid for this wallet, I expected real quality.  I had carried a Buxton wallet for years, and I had always been pleased with the quality of the product.  This wallet was clearly inferior, or more specifically the meatal coin closure was not of a high quality material.",1
"Very bad quality, I supposed it was a good watch because of the known brand Invicta.  But it is probably fake or made of bad quality products. The watch delays 10 to 15 minutes in total every week, a normal watch delays maybe a minute or two....It is so annoying!!! Already wrote to the company and they do not answer, very bad customer care!! Im still waiting for a response and my money back!!!!",0
My brand new shoes just came in and the tops and sides are completed scuffed for one of the shoes. This is unacceptable. Will be returning as soon as possible,1
Way too big. I am a size 22 and I ordered the 1X (18-22). I was afraid it would be too small. But It was so big my 5 and 7 yr old could climb in it too with extra room to spare. Sent it back.,1
I think these pumas May be fake or poor quality because one puma swoosh on the side is super low I will talk to someone at puma.com about the issue,0
"I have been buying this shoe for years. This pair must be a reject. I have tried wearing then a little thinking they would break in but it gets worse. The arch in the left shoe is killing my foot , can't wear them very long. would like my money back if possible! Merrell Men's Jungle Moc slip on shoes I want a refund on these shoes",1
"I purchased the same Toms model for me and my wife. I ordered it from two vendors. Mine was exactly as expected in Toms box with all things inside (tags, bag, etc.) Unfortunately when this item came I was very disappointed. It came in generic brown box, no tags or Toms bag inside. On top of that under sole pattern looks  completely different from mine as well as material inside of the shoe. Bottom like looks fake and nothing more",0
" im happen shipment order AT ALL ordered week ago expected delivery date 4 day away n't even hipped yet , buying jewlry amazon ever",0
"This is advertised as a size 4-6, but actually should be a size 2-3.  It is way smaller than a 4-6.  The hat is small enough to fit a toddler and has floppy ears (not as pictured).",1
"I am very disappointed. The product is damaged , it does not inflated.",1
" the vest look realli nice , even fit nice .howev , i got vest sport gold pocket watch wife got .i want hang one front pocket , i got vest , i veri disappoint find pocket fals pocket .nowher product descript bother mention pocket fals pocket .i would purchas vest without pocket .fyi ... two front pocket fals pocket !",1
" These appear counterfeit knock-off original , K. Bell changed formula .These * * made Olefin ( key material shown Amazon product description , important component authentic sock described Amazon ) .I ordered white K. Bell sock .I speak black , could black contain Olefin ( although I 'd surprised ) .I purhcased direct Amazon .",1
" lot of 4 brand new seal orli french manicur line , clear , bare rose , softest white and pink nude , * * * * * free ship * * * * retail lot worth $ 40.not ! ! ! ! ! ! !i receiv ( 1 ) salli hansen pink polish pictur , thought pictur wrong .i alway go product descript order , time i get i expect .i also charg ship ( free ship indic item descript ) .thi not worth $ 4.54 + ship + tax .i alway read product review i buy wish one item .save money .",1
"The chain started getting dark and gave my neck a rash. Can't be 14k gold, it's either plated or just fake. Now I have to replace the chain with real gold in order to wear the locket. Shame.",0
 the t-shirt fit expect made good qualiti materi .the decor bit wash accept .deliveri howev took month disappoint .turn supplier china must ship proverbi `` slow boat '' .,0
